county,nov_rate,state,year,2008_pop_est,total area sqmi,water area,land area
Brown County,6.6,Indiana,2008,15274,316.62,4.36,312.26
Carroll County,6.5,Indiana,2008,20114,375.05,2.8,372.26
Cass County,7,Indiana,2008,39070,414.92,2.06,412.87
Clark County,5.8,Indiana,2008,107406,376.2,1.16,375.04
Clay County,6.3,Indiana,2008,27058,360.39,2.78,357.62
Clinton County,6.3,Indiana,2008,33352,405.28,0.18,405.1
Crawford County,7.8,Indiana,2008,10792,308.85,3.17,305.68
Daviess County,4.3,Indiana,2008,30947,436.86,6.2,430.66
DeKalb County,9.1,Indiana,2008,42033,307.05,1.84,305.21
Dearborn County,6.1,Indiana,2008,49643,373.42,0.81,372.6
Decatur County,7.4,Indiana,2008,25600,363.84,0.97,362.88
Delaware County,7.2,Indiana,2008,117007,395.92,2.63,393.29
Dubois County,4.2,Indiana,2008,41955,435.23,5.14,430.09
Elkhart County,13.2,Indiana,2008,197762,467.85,4.03,463.81
Fayette County,11.7,Indiana,2008,24384,215.12,0.16,214.96
Floyd County,5.6,Indiana,2008,73775,148.31,0.31,148
Fountain County,6.2,Indiana,2008,17356,397.92,2.23,395.69
Franklin County,6.5,Indiana,2008,23330,391.34,5.33,386
Fulton County,7.9,Indiana,2008,20670,371.37,2.87,368.51
Gibson County,5.8,Indiana,2008,33331,499.05,10.27,488.78
Grant County,8.2,Indiana,2008,70250,414.83,0.81,414.03
Greene County,6.4,Indiana,2008,32977,545.91,4.18,541.73
Hamilton County,4.5,Indiana,2008,261974,402.73,4.79,397.94
Hancock County,5.5,Indiana,2008,68107,306.73,0.61,306.12
Harrison County,6.2,Indiana,2008,38628,486.88,1.66,485.22
Hendricks County,5.2,Indiana,2008,140710,408.88,0.48,408.39
Henry County,8.1,Indiana,2008,49420,394.9,1.97,392.93
Howard County,8.4,Indiana,2008,83472,293.93,0.86,293.07
Huntington County,7.6,Indiana,2008,37244,387.94,5.35,382.59
Jackson County,6.5,Indiana,2008,41705,513.75,4.44,509.31
Jasper County,6.2,Indiana,2008,33155,561.22,1.36,559.87
Jay County,6.6,Indiana,2008,21467,383.82,0.18,383.64
Jefferson County,6.9,Indiana,2008,32586,362.94,1.58,361.37
Jennings County,8.8,Indiana,2008,28480,378.35,1.13,377.22
Johnson County,5.4,Indiana,2008,136933,321.56,1.36,320.19
Knox County,5.6,Indiana,2008,38497,524.06,8.22,515.83
Kosciusko County,8.7,Indiana,2008,77091,554.34,16.84,537.5
LaGrange County,12.5,Indiana,2008,37181,386.72,7.15,379.56
LaPorte County,7.2,Indiana,2008,111267,613.04,14.8,598.24
Lake County,7.2,Indiana,2008,495479,626.34,129.36,496.98
Lawrence County,10.2,Indiana,2008,46233,452.07,3.24,448.83
Madison County,7.4,Indiana,2008,131537,452.91,0.78,452.13
Marion County,6.5,Indiana,2008,889504,403.04,6.79,396.25
Marshall County,9.5,Indiana,2008,47012,449.92,5.65,444.27
Martin County,5,Indiana,2008,10304,340.53,4.39,336.14
Miami County,8.9,Indiana,2008,37281,377.36,1.74,375.62
Monroe County,5.1,Indiana,2008,134401,411.32,16.97,394.35
Montgomery County,5.9,Indiana,2008,38204,505.34,0.83,504.51
Morgan County,6.5,Indiana,2008,68964,409.39,2.92,406.47
Newton County,6.8,Indiana,2008,14348,403.53,1.68,401.85
Noble County,11.2,Indiana,2008,47561,417.61,6.5,411.11
Ohio County,6.4,Indiana,2008,6069,87.47,0.75,86.72
Orange County,6.9,Indiana,2008,19837,408.2,8.68,399.52
Owen County,7,Indiana,2008,21763,387.83,2.65,385.18
Parke County,6.9,Indiana,2008,17488,450.1,5.32,444.77
Perry County,5.8,Indiana,2008,19340,386.34,4.95,381.39
Pike County,6.3,Indiana,2008,13047,341.08,4.91,336.18
Porter County,5.7,Indiana,2008,162538,521.61,103.5,418.11
Posey County,5,Indiana,2008,26080,419.45,10.95,408.5
Pulaski County,6.5,Indiana,2008,13646,434.57,0.89,433.68
Putnam County,6.8,Indiana,2008,38325,482.58,2.27,480.31
Randolph County,7.9,Indiana,2008,26300,453.23,0.39,452.83
Ripley County,6.3,Indiana,2008,28605,447.91,1.55,446.36
Rush County,7.3,Indiana,2008,17543,408.62,0.34,408.28
Saint Joseph County,8,Indiana,2008,267282,460.97,3.63,457.34
Scott County,7.3,Indiana,2008,24089,192.73,2.34,190.39
Shelby County,6.8,Indiana,2008,44345,413.11,0.47,412.64
Spencer County,5.9,Indiana,2008,20978,401.23,2.55,398.69
Starke County,9,Indiana,2008,23379,312.31,3,309.31
Steuben County,9.2,Indiana,2008,34055,322.48,13.76,308.72
Sullivan County,7.6,Indiana,2008,21550,454.04,6.85,447.2
Switzerland County,5.6,Indiana,2008,10387,223.52,2.34,221.18
Tippecanoe County,5.2,Indiana,2008,169039,503.07,3.28,499.79
Tipton County,8.1,Indiana,2008,16137,260.41,0.02,260.39
Union County,7.1,Indiana,2008,7428,165.25,3.7,161.55
Vanderburgh County,5.7,Indiana,2008,178053,235.74,1.16,234.57
Vermillion County,8.1,Indiana,2008,16387,259.94,3.05,256.89
Vigo County,6.7,Indiana,2008,106972,410.47,7.17,403.29
Wabash County,8.2,Indiana,2008,33238,421.07,7.9,413.17
Warren County,4.7,Indiana,2008,8602,366.6,1.72,364.88
Warrick County,5.1,Indiana,2008,58435,390.86,6.79,384.07
Washington County,6.4,Indiana,2008,28298,516.53,2.12,514.42
Wayne County,8.5,Indiana,2008,69093,404.34,0.78,403.57
Wells County,6.6,Indiana,2008,27751,370.41,0.45,369.96
White County,6.9,Indiana,2008,24871,508.8,3.56,505.24
Whitley County,7.2,Indiana,2008,33047,337.9,2.38,335.52
Adair County,3.6,Iowa,2008,7747,570.31,1,569.3
Adams County,4.1,Iowa,2008,4151,425.41,1.87,423.54
Allamakee County,8.4,Iowa,2008,14325,658.71,19.14,639.56
Appanoose County,5.8,Iowa,2008,12950,516.35,20.1,496.25
Audubon County,4.6,Iowa,2008,6200,443.58,0.44,443.13
