county,nov_rate,state,year,2004_pop_est,total area sqmi,water area,land area
Deer Lodge County,6.8,Montana,2004,9274,741.16,4.19,736.98
Fallon County,2.9,Montana,2004,2773,1623.02,2.69,1620.33
Fergus County,4.7,Montana,2004,11546,4350.36,11.2,4339.17
Flathead County,5.6,Montana,2004,81247,5256.45,158.11,5098.34
Gallatin County,3.8,Montana,2004,77124,2631.84,26,2605.84
Garfield County,3.7,Montana,2004,1236,4847.54,179.48,4668.06
Glacier County,7.8,Montana,2004,13388,3037.11,42.39,2994.72
Golden Valley County,6.6,Montana,2004,1001,1176.4,1.1,1175.3
Granite County,4.9,Montana,2004,2943,1733.11,5.67,1727.44
Hill County,4.2,Montana,2004,15947,2916.05,19.69,2896.36
Jefferson County,3.8,Montana,2004,10511,1658.83,2.19,1656.64
Judith Basin County,4.3,Montana,2004,2196,1870.71,0.86,1869.85
Lake County,5.6,Montana,2004,27634,1653.72,159.95,1493.77
Lewis and Clark County,3.9,Montana,2004,58041,3497.56,36.6,3460.96
Liberty County,4,Montana,2004,2263,1447.19,17.44,1429.76
Lincoln County,8.8,Montana,2004,18991,3675.11,62.44,3612.67
Madison County,4.5,Montana,2004,6999,3602.85,16.31,3586.54
McCone County,2.3,Montana,2004,1781,2682.77,40.25,2642.53
Meagher County,5.5,Montana,2004,1935,2394.83,3.02,2391.82
Mineral County,6.4,Montana,2004,3985,1223.38,3.56,1219.82
Missoula County,3.8,Montana,2004,100934,2618.34,20.37,2597.97
Musselshell County,5.8,Montana,2004,4370,1870.91,3.76,1867.15
Park County,5.5,Montana,2004,15509,2813.59,11.18,2802.41
Petroleum County,5.4,Montana,2004,519,1674.01,20.11,1653.9
Phillips County,4.1,Montana,2004,4295,5212.17,72.6,5139.57
Pondera County,4.9,Montana,2004,6140,1639.85,15.16,1624.7
Powder River County,3.1,Montana,2004,1789,3297.94,0.76,3297.18
Powell County,6.7,Montana,2004,6872,2332.68,6.74,2325.94
Prairie County,3.4,Montana,2004,1153,1742.56,6,1736.55
Ravalli County,5.4,Montana,2004,38739,2400.32,6.11,2394.21
Richland County,3,Montana,2004,9096,2103.02,18.93,2084.09
Roosevelt County,6.2,Montana,2004,10459,2369.65,14.05,2355.6
Rosebud County,5.1,Montana,2004,9136,5026.94,14.57,5012.37
Sanders County,6.3,Montana,2004,10895,2790.03,27.86,2762.17
Sheridan County,3.2,Montana,2004,3683,1706.3,29.73,1676.58
Silver Bow County,4.7,Montana,2004,33416,718.97,0.66,718.31
Stillwater County,3.5,Montana,2004,8435,1804.61,9.52,1795.09
Sweet Grass County,2.2,Montana,2004,3676,1862,6.92,1855.08
Teton County,4.1,Montana,2004,6209,2292.58,19.97,2272.61
Toole County,3.4,Montana,2004,5069,1945.86,34.91,1910.95
Treasure County,3.6,Montana,2004,799,984.11,5.24,978.86
Valley County,4.1,Montana,2004,7422,5061.98,140.98,4921
Wheatland County,3.9,Montana,2004,2113,1428.29,5.19,1423.09
Wibaux County,3.9,Montana,2004,1019,890.09,0.78,889.31
Yellowstone County,3.4,Montana,2004,135441,2649.05,13.9,2635.15
Adams County,3.3,Nebraska,2004,30740,564.16,0.76,563.41
Antelope County,3.1,Nebraska,2004,7063,858.43,1.37,857.06
Arthur County,3.6,Nebraska,2004,433,718.32,2.95,715.37
Banner County,2.7,Nebraska,2004,749,746.37,0.15,746.22
Blaine County,3.4,Nebraska,2004,515,714.34,3.59,710.74
Boone County,3,Nebraska,2004,5813,687.25,0.56,686.69
Box Butte County,3.8,Nebraska,2004,11528,1077.84,2.54,1075.29
Boyd County,2.7,Nebraska,2004,2246,544.59,4.54,540.05
Brown County,3,Nebraska,2004,3441,1225.08,3.8,1221.28
Buffalo County,2.6,Nebraska,2004,43753,975.27,7.28,967.99
Burt County,4.1,Nebraska,2004,7399,497.1,4.33,492.77
Butler County,3.4,Nebraska,2004,8631,584.41,0.82,583.59
Cass County,3.3,Nebraska,2004,25074,566.21,7.03,559.18
Cedar County,2.4,Nebraska,2004,9246,745.81,5.59,740.23
Chase County,2.5,Nebraska,2004,4018,897.63,3.14,894.5
Cherry County,2,Nebraska,2004,6064,6009.54,49.02,5960.52
Cheyenne County,2.8,Nebraska,2004,9970,1196.45,0.11,1196.34
Clay County,3.1,Nebraska,2004,6795,573.53,0.49,573.03
Colfax County,2.6,Nebraska,2004,10457,418.58,5.44,413.14
Cuming County,2.5,Nebraska,2004,9709,574.54,2.54,572
Custer County,2.8,Nebraska,2004,11328,2576.08,0.37,2575.71
Dakota County,3.9,Nebraska,2004,20410,267.39,3.6,263.8
Dawes County,2.8,Nebraska,2004,9127,1400.86,4.62,1396.24
Dawson County,4,Nebraska,2004,24112,1019.3,6.37,1012.92
Deuel County,2.9,Nebraska,2004,2025,440.79,0.9,439.89
Dixon County,3.2,Nebraska,2004,5908,482.72,6.33,476.39
Dodge County,4.2,Nebraska,2004,36267,543.92,9.53,534.39
Douglas County,4.1,Nebraska,2004,482075,339.6,8.62,330.98
Dundy County,3.9,Nebraska,2004,2154,920.79,0.93,919.86
Fillmore County,3,Nebraska,2004,6281,576.62,0.16,576.46
Franklin County,2.9,Nebraska,2004,3411,576.11,0.19,575.92
Frontier County,2.3,Nebraska,2004,2990,980.06,5.51,974.55
Furnas County,3.1,Nebraska,2004,5112,720.51,2.42,718.09
Gage County,4,Nebraska,2004,23052,859.94,4.65,855.29
Garden County,3,Nebraska,2004,2245,1731,26.6,1704.4
Garfield County,2.9,Nebraska,2004,1955,571.34,1.31,570.03
Gosper County,4.6,Nebraska,2004,2112,462.74,4.57,458.18
Grant County,2.5,Nebraska,2004,680,783.23,7,776.22
Greeley County,3.4,Nebraska,2004,2643,570.71,0.85,569.85
Hall County,3.9,Nebraska,2004,54413,552.22,5.83,546.4
Hamilton County,2.6,Nebraska,2004,9319,546.77,3.09,543.68
Harlan County,2.9,Nebraska,2004,3633,574.18,21.4,552.78
Hayes County,3.4,Nebraska,2004,1063,713.33,0.22,713.11
Hitchcock County,4.2,Nebraska,2004,3055,718.57,8.54,710.03
Holt County,2.6,Nebraska,2004,10868,2417.65,4.99,2412.66
Hooker County,3,Nebraska,2004,748,721.51,0.34,721.17
Howard County,3.2,Nebraska,2004,6465,575.74,6.27,569.47
Jefferson County,3.8,Nebraska,2004,8117,575.5,2.48,573.01
Johnson County,3,Nebraska,2004,5372,376.82,0.69,376.13
Kearney County,2.5,Nebraska,2004,6776,516.13,0.11,516.03
Keith County,2.9,Nebraska,2004,8444,1109.77,48.51,1061.26
Keya Paha County,2.7,Nebraska,2004,942,774.17,0.89,773.29
Kimball County,2.7,Nebraska,2004,3921,952.31,0.58,951.72
Knox County,3.2,Nebraska,2004,9025,1139.65,31.53,1108.12
Lancaster County,3.1,Nebraska,2004,265087,846.71,7.83,838.88
Lincoln County,3.2,Nebraska,2004,35177,2575.1,11.12,2563.98
Logan County,2.7,Nebraska,2004,738,571.15,0.46,570.68
Loup County,3.1,Nebraska,2004,669,571.02,1.31,569.71
Madison County,3.6,Nebraska,2004,35722,575.05,2.49,572.57
McPherson County,1.6,Nebraska,2004,531,860.02,1.04,858.98
Merrick County,3.4,Nebraska,2004,8018,494.72,9.85,484.88
Morrill County,2.7,Nebraska,2004,5147,1429.81,6.06,1423.75
Nance County,4.1,Nebraska,2004,3787,448.04,6.73,441.32
Nemaha County,4.1,Nebraska,2004,7182,411.89,2.58,409.3
Nuckolls County,2.8,Nebraska,2004,4872,575.96,0.66,575.3
Otoe County,3.7,Nebraska,2004,15525,619.09,3.4,615.69
Pawnee County,2.9,Nebraska,2004,2907,432.95,1.38,431.57
Perkins County,2.6,Nebraska,2004,3134,884.27,1.1,883.18
Phelps County,3,Nebraska,2004,9535,540.6,0.64,539.97
Pierce County,3,Nebraska,2004,7477,575.27,1.34,573.93
Platte County,3.9,Nebraska,2004,30658,689.08,11.01,678.07
Polk County,3.5,Nebraska,2004,5466,440.72,1.88,438.84
Red Willow County,3.4,Nebraska,2004,11351,718.06,1.4,716.65
Richardson County,4.2,Nebraska,2004,8879,555.95,2.7,553.26
Rock County,2.7,Nebraska,2004,1597,1011.85,3.4,1008.46
Saline County,3.1,Nebraska,2004,14206,576.06,0.73,575.34
Sarpy County,3.2,Nebraska,2004,136339,247.28,6.76,240.52
Saunders County,3.1,Nebraska,2004,20248,758.82,4.92,753.9
Scotts Bluff County,3.7,Nebraska,2004,36278,745.5,6.22,739.27
Seward County,2.8,Nebraska,2004,16681,575.73,0.97,574.75
Sheridan County,2.4,Nebraska,2004,5851,2469.99,28.95,2441.04
Sherman County,2.9,Nebraska,2004,3255,571.63,5.78,565.84
Sioux County,2.2,Nebraska,2004,1438,2067.32,0.73,2066.59
Stanton County,2.9,Nebraska,2004,6426,431.06,1.23,429.83
Thayer County,2.9,Nebraska,2004,5495,575.3,0.75,574.55
Thomas County,2.9,Nebraska,2004,664,713.65,0.79,712.86
Thurston County,7.4,Nebraska,2004,6943,396.25,2.44,393.81
Valley County,3,Nebraska,2004,4482,570.51,2.41,568.11
Washington County,2.8,Nebraska,2004,19589,393.76,3.27,390.49
Wayne County,2.9,Nebraska,2004,9612,443.48,0.05,443.43
Webster County,3.7,Nebraska,2004,3949,575.02,0.13,574.89
Wheeler County,2.6,Nebraska,2004,811,575.57,0.41,575.17
York County,2.8,Nebraska,2004,13952,576.02,0.36,575.66
Carson City,4.4,Nevada,2004,55995,155.66,12.31,143.35
Churchill County,3.6,Nevada,2004,24226,5023.38,94.3,4929.08
Clark County,4,Nevada,2004,1662773,8090.66,180.32,7910.34
Douglas County,4,Nevada,2004,46388,737.65,27.8,709.85
Elko County,3.4,Nevada,2004,43830,17202.94,23.91,17179.03
Esmeralda County,5.8,Nevada,2004,879,3589,0.5,3588.5
Eureka County,2.6,Nevada,2004,1470,4179.96,4.28,4175.68
Humboldt County,3.8,Nevada,2004,14912,9657.87,9.96,9647.91
Lander County,4.1,Nevada,2004,5086,5519.47,25.84,5493.63
Lincoln County,4.7,Nevada,2004,4401,10636.77,3.17,10633.61
Lyon County,4.9,Nevada,2004,42534,2016.4,22.71,1993.69
Mineral County,6,Nevada,2004,4892,3812.97,56.56,3756.4
Nye County,5.5,Nevada,2004,37287,18158.73,12.07,18146.66
Pershing County,4,Nevada,2004,6533,6067.55,30.99,6036.56
Storey County,3.2,Nevada,2004,3531,263.8,0.34,263.45
Washoe County,3.5,Nevada,2004,382777,6551.32,209.05,6342.27
White Pine County,3.6,Nevada,2004,8708,8896.6,20.62,8875.98
Belknap County,3.1,New Hampshire,2004,60170,468.55,67.26,401.29
Carroll County,3.1,New Hampshire,2004,46496,992.24,58.44,933.8
Cheshire County,2.9,New Hampshire,2004,76709,729.15,21.75,707.4
Coos County,4.4,New Hampshire,2004,33589,1831.44,31.06,1800.39
Grafton County,2.7,New Hampshire,2004,85312,1750.08,36.75,1713.33
Hillsborough County,3.4,New Hampshire,2004,394428,892.2,15.84,876.36
Merrimack County,2.8,New Hampshire,2004,143841,956.49,22.06,934.43
Rockingham County,4,New Hampshire,2004,289103,793.96,99,694.96
Strafford County,3.1,New Hampshire,2004,117926,383.91,15.15,368.76
Sullivan County,2.7,New Hampshire,2004,42547,551.92,14.54,537.38
Atlantic County,4.7,New Jersey,2004,267723,671.45,110.37,561.07
Bergen County,3.4,New Jersey,2004,893378,246.8,12.63,234.17
Burlington County,3.3,New Jersey,2004,446548,819.43,14.86,804.57
Camden County,4.4,New Jersey,2004,510137,227.58,5.28,222.3
Cape May County,7.1,New Jersey,2004,100482,620.28,365.09,255.19
Cumberland County,5.3,New Jersey,2004,149837,676.59,187.29,489.3
Essex County,5.1,New Jersey,2004,791305,129.56,3.29,126.27
Gloucester County,3.9,New Jersey,2004,271714,336.92,12.2,324.72
Hudson County,5.1,New Jersey,2004,614607,62.43,15.74,46.69
Hunterdon County,2.8,New Jersey,2004,127583,437.76,7.82,429.94
Mercer County,3.5,New Jersey,2004,361248,228.84,2.91,225.93
Middlesex County,3.7,New Jersey,2004,781582,322.51,12.79,309.72
Monmouth County,3.7,New Jersey,2004,628605,665.12,193.18,471.94
Morris County,3,New Jersey,2004,483997,481.29,12.29,468.99
Ocean County,4.2,New Jersey,2004,551262,915.88,279.6,636.28
Passaic County,4.9,New Jersey,2004,493981,197.05,11.76,185.29
Salem County,4.3,New Jersey,2004,64835,372.57,34.69,337.88
Somerset County,3,New Jersey,2004,310424,305.05,0.36,304.69
Sussex County,3.4,New Jersey,2004,149906,535.99,14.73,521.26
Union County,4.3,New Jersey,2004,526916,105.46,2.17,103.29
Warren County,3.3,New Jersey,2004,108491,362.75,4.89,357.87
Bernalillo County,4.7,New Mexico,2004,600449,1168.65,2.62,1166.03
Catron County,7.1,New Mexico,2004,3468,6929.03,1.22,6927.81
Chaves County,6.3,New Mexico,2004,61478,6075.07,4.21,6070.86
Cibola County,5.3,New Mexico,2004,27167,4541.71,2.5,4539.21
Colfax County,5.5,New Mexico,2004,14093,3768.05,11.26,3756.79
Curry County,4,New Mexico,2004,46640,1407.67,1.72,1405.95
Debaca County,6.3,New Mexico,2004,2062,2333.83,8.96,2324.87
Dona Ana County,5.3,New Mexico,2004,184939,3814.62,7.44,3807.18
Eddy County,4.9,New Mexico,2004,51242,4197.57,15.55,4182.02
Grant County,6.7,New Mexico,2004,29038,3967.5,1.62,3965.88
Guadalupe County,6.6,New Mexico,2004,4731,3031.58,1.2,3030.37
Harding County,5,New Mexico,2004,782,2125.95,0.61,2125.34
Hidalgo County,4.8,New Mexico,2004,5028,3445.91,0.28,3445.63
Lea County,4.2,New Mexico,2004,57471,4394.02,1.06,4392.96
Lincoln County,4.1,New Mexico,2004,20242,4831.25,0.28,4830.97
Los Alamos County,2.5,New Mexico,2004,18416,109.35,0,109.35
Luna County,13.1,New Mexico,2004,24822,2965.28,0.19,2965.09
McKinley County,6.6,New Mexico,2004,71500,5455.22,6.49,5448.72
Mora County,11.5,New Mexico,2004,5061,1933.48,2.38,1931.1
Otero County,4.6,New Mexico,2004,62662,6627.43,0.93,6626.5
Quay County,5.3,New Mexico,2004,9306,2881.8,6.87,2874.93
Rio Arriba County,6.3,New Mexico,2004,40342,5896.1,38.47,5857.63
Roosevelt County,3.2,New Mexico,2004,18856,2454.87,6.37,2448.5
San Juan County,5.1,New Mexico,2004,123179,5538.36,24.35,5514.02
San Miguel County,6,New Mexico,2004,29547,4735.63,18.59,4717.04
Sandoval County,5.1,New Mexico,2004,102583,3714.32,4.98,3709.34
Santa Fe County,4,New Mexico,2004,136391,1910.79,1.6,1909.19
Sierra County,4.7,New Mexico,2004,12382,4236.3,56.07,4180.23
Socorro County,4.4,New Mexico,2004,17944,6648.71,2.31,6646.4
Taos County,7.1,New Mexico,2004,31675,2204.62,1.45,2203.17
Torrance County,5.2,New Mexico,2004,17184,3345.81,1,3344.81
Union County,3.3,New Mexico,2004,4107,3830.79,0.79,3830
Valencia County,5.3,New Mexico,2004,69021,1068.21,0.58,1067.63
Albany County,3.8,New York,2004,302173,533.21,9.76,523.45
Allegany County,5.4,New York,2004,50311,1034.42,4.2,1030.22
Bronx County,8,New York,2004,1358963,57.43,15.4,42.03
Broome County,4.8,New York,2004,200974,715.46,8.64,706.82
Cattaraugus County,5.3,New York,2004,82864,1322.25,12.4,1309.85
Cayuga County,4.5,New York,2004,81284,863.64,170.46,693.18
Chautauqua County,4.9,New York,2004,137174,1500.02,437.97,1062.05
Chemung County,5.1,New York,2004,89777,410.79,2.62,408.17
Chenango County,4.7,New York,2004,51297,898.7,4.34,894.36
Clinton County,5.2,New York,2004,81803,1117.61,78.67,1038.95
Columbia County,3.8,New York,2004,63646,648.27,12.54,635.73
Cortland County,5.6,New York,2004,49628,501.52,1.87,499.65
Delaware County,3.9,New York,2004,48283,1468.04,21.67,1446.37
Dutchess County,3.7,New York,2004,292859,825.38,23.78,801.59
Erie County,5.2,New York,2004,938333,1226.89,182.68,1044.21
Essex County,5.6,New York,2004,39295,1916.5,119.7,1796.8
Franklin County,5.9,New York,2004,51197,1697.44,65.95,1631.49
Fulton County,4.9,New York,2004,55233,532.9,36.73,496.17
Genesee County,5.1,New York,2004,60224,495.33,1.22,494.11
Greene County,4.9,New York,2004,48755,658.13,10.38,647.75
Hamilton County,6.3,New York,2004,5158,1807.81,87.41,1720.39
Herkimer County,5.2,New York,2004,64332,1458.35,47.1,1411.25
Jefferson County,6.5,New York,2004,109924,1857.08,584.88,1272.2
Kings County,6.6,New York,2004,2459094,96.9,26.29,70.61
Lewis County,5.6,New York,2004,26661,1289.89,14.47,1275.42
Livingston County,4.9,New York,2004,65484,640.44,8.32,632.13
Madison County,4.8,New York,2004,71397,661.54,5.69,655.86
Monroe County,4.6,New York,2004,741075,1365.61,706.31,659.29
Montgomery County,4.8,New York,2004,49460,410.32,5.51,404.82
Nassau County,4.1,New York,2004,1337964,453.08,166.39,286.69
New York County,5.4,New York,2004,1569947,33.77,10.81,22.96
Niagara County,5.3,New York,2004,217737,1139.83,616.89,522.95
Oneida County,4.4,New York,2004,234654,1257.11,44.41,1212.7
Onondaga County,4.5,New York,2004,461412,805.69,25.4,780.29
Ontario County,4.6,New York,2004,103385,662.43,18.05,644.38
Orange County,4.2,New York,2004,362934,838.55,22.21,816.34
Orleans County,5.4,New York,2004,43682,817.47,426.07,391.4
Oswego County,6.1,New York,2004,123340,1312.18,358.88,953.3
Otsego County,4.1,New York,2004,62934,1015.1,12.31,1002.8
Putnam County,3.6,New York,2004,99468,246.25,14.97,231.28
Queens County,5.4,New York,2004,2198516,178.28,69.04,109.24
Rensselaer County,4,New York,2004,155523,665.39,11.43,653.96
Richmond County,5.4,New York,2004,456846,102.5,44.02,58.48
Rockland County,3.9,New York,2004,297562,199.34,25.12,174.22
Saint Lawrence County,5.9,New York,2004,111468,2821.48,135.88,2685.6
Saratoga County,3.6,New York,2004,211478,843.71,31.87,811.84
Schenectady County,4,New York,2004,148900,209.62,3.52,206.1
Schoharie County,4.4,New York,2004,32310,626.36,4.34,622.02
Schuyler County,5.4,New York,2004,19034,342.22,13.51,328.71
Seneca County,4.5,New York,2004,35312,390.51,65.6,324.91
Steuben County,5.5,New York,2004,98983,1404.1,11.45,1392.64
Suffolk County,4.2,New York,2004,1478215,2373.07,1460.87,912.2
Sullivan County,5.1,New York,2004,76265,996.85,27.14,969.71
Tioga County,4.5,New York,2004,51631,522.91,4.21,518.69
Tompkins County,3.5,New York,2004,99531,491.63,15.57,476.05
Ulster County,4.4,New York,2004,181847,1160.76,34.28,1126.48
Warren County,4.9,New York,2004,64576,931.66,62.37,869.29
Washington County,4.6,New York,2004,62278,845.84,10.4,835.44
Wayne County,5.2,New York,2004,93860,1384.14,779.93,604.21
Westchester County,4,New York,2004,935457,500.08,67.26,432.82
Wyoming County,5.4,New York,2004,42852,596.44,3.53,592.91
Yates County,4,New York,2004,25008,375.76,37.52,338.24
Alamance County,5.9,North Carolina,2004,137619,434.77,4.78,429.99
Alexander County,5.6,North Carolina,2004,35343,263.14,2.95,260.18
Alleghany County,5.8,North Carolina,2004,10790,235.52,0.87,234.65
Anson County,7.7,North Carolina,2004,26386,537.13,5.56,531.57
Ashe County,4.6,North Carolina,2004,25684,426.78,0.65,426.13
Avery County,5.4,North Carolina,2004,17971,247.21,0.2,247
Beaufort County,6.1,North Carolina,2004,45618,958.69,130.72,827.97
Bertie County,7,North Carolina,2004,20018,741.22,42.03,699.19
Bladen County,6.8,North Carolina,2004,33684,887.13,12.19,874.94
Brunswick County,5.3,North Carolina,2004,83327,1050.01,195.21,854.79
Buncombe County,4.3,North Carolina,2004,218139,659.8,3.81,655.99
Burke County,6.3,North Carolina,2004,89394,514.89,8.17,506.72
Cabarrus County,4.8,North Carolina,2004,146429,364.98,0.59,364.39
Caldwell County,6.9,North Carolina,2004,79471,474.29,2.7,471.6
Camden County,4.2,North Carolina,2004,8415,305.7,65.02,240.68
Carteret County,4.9,North Carolina,2004,62127,1340.53,820.68,519.84
Caswell County,7.5,North Carolina,2004,23801,428.43,3.76,424.67
Catawba County,6.2,North Carolina,2004,147016,413.51,13.54,399.97
Chatham County,4,North Carolina,2004,56236,709.05,26.19,682.85
Cherokee County,5.7,North Carolina,2004,25658,466.68,11.49,455.19
Chowan County,4.7,North Carolina,2004,14573,233.31,60.67,172.64
Clay County,4,North Carolina,2004,9583,220.6,5.89,214.7
Cleveland County,7,North Carolina,2004,97134,468.6,3.97,464.63
Columbus County,6.3,North Carolina,2004,55099,953.6,16.8,936.8
Craven County,4.8,North Carolina,2004,93548,774.14,65.72,708.43
Cumberland County,5.3,North Carolina,2004,307629,658.46,5.74,652.72
Currituck County,2.9,North Carolina,2004,21469,525.65,263.95,261.7
Dare County,4.6,North Carolina,2004,33196,1561.51,1177.93,383.58
Davidson County,6.2,North Carolina,2004,154179,566.77,14.62,552.15
Davie County,4.5,North Carolina,2004,37552,266.89,1.7,265.18
Duplin County,5.5,North Carolina,2004,52732,819.11,1.38,817.73
Durham County,4.4,North Carolina,2004,238376,297.79,7.47,290.32
Edgecombe County,8.4,North Carolina,2004,56064,506.58,1.55,505.03
Forsyth County,4.8,North Carolina,2004,319997,412.92,3.32,409.6
Franklin County,4.9,North Carolina,2004,53119,494.59,2.57,492.02
Gaston County,5.8,North Carolina,2004,191646,363.54,7.33,356.21
Gates County,4.2,North Carolina,2004,10874,345.6,5,340.61
Graham County,7.1,North Carolina,2004,8382,301.6,9.53,292.07
Granville County,6.5,North Carolina,2004,53296,536.56,5.45,531.12
Greene County,5.3,North Carolina,2004,20132,265.89,0.49,265.4
Guilford County,5.2,North Carolina,2004,440597,657.7,8.28,649.42
Halifax County,7.2,North Carolina,2004,56000,731.35,5.99,725.36
Harnett County,5.2,North Carolina,2004,98545,601.3,6.29,595.01
Haywood County,4.6,North Carolina,2004,56785,554.62,0.96,553.66
Henderson County,4,North Carolina,2004,95797,375.04,1.04,374
Hertford County,5.9,North Carolina,2004,23729,360.42,7.16,353.26
Hoke County,5.5,North Carolina,2004,38119,392.34,1.12,391.21
Hyde County,5.1,North Carolina,2004,5712,1424,811.2,612.8
Iredell County,5.2,North Carolina,2004,136514,597.01,21.44,575.57
Jackson County,4,North Carolina,2004,36555,494.5,3.79,490.71
Johnston County,4.6,North Carolina,2004,140055,795.79,3.94,791.85
Jones County,5,North Carolina,2004,10123,473.32,1.44,471.88
Lee County,5.5,North Carolina,2004,49747,259.33,2.07,257.26
Lenoir County,5.6,North Carolina,2004,59088,402.09,2.24,399.85
Lincoln County,5.6,North Carolina,2004,68267,307.03,8.24,298.79
Macon County,4.6,North Carolina,2004,31667,519.47,3,516.47
Madison County,4.7,North Carolina,2004,19992,451.59,2.17,449.42
Martin County,6,North Carolina,2004,24822,461.49,0.32,461.17
McDowell County,6.6,North Carolina,2004,43390,446.41,4.73,441.68
Mecklenburg County,4.9,North Carolina,2004,772949,546.22,19.94,526.28
Mitchell County,6.2,North Carolina,2004,15928,222.14,0.71,221.43
Montgomery County,6.7,North Carolina,2004,27077,501.64,10.04,491.6
Moore County,5.4,North Carolina,2004,79475,705.67,7.94,697.74
Nash County,6.2,North Carolina,2004,90262,542.69,2.42,540.27
New Hanover County,4.3,North Carolina,2004,178362,327.92,128.98,198.93
Northampton County,6.9,North Carolina,2004,21981,550.61,14.13,536.48
Onslow County,5.7,North Carolina,2004,158837,908.56,141.74,766.82
Orange County,3.8,North Carolina,2004,119320,401.21,1.37,399.84
Pamlico County,4.7,North Carolina,2004,12849,566.23,229.29,336.94
Pasquotank County,4.7,North Carolina,2004,36533,289.44,62.56,226.88
Pender County,4.7,North Carolina,2004,44136,932.64,61.97,870.67
Perquimans County,5,North Carolina,2004,11817,328.93,81.76,247.17
Person County,6.2,North Carolina,2004,37391,404.09,11.78,392.31
Pitt County,5.7,North Carolina,2004,144486,654.77,3.19,651.58
Polk County,4.4,North Carolina,2004,19325,238.6,0.75,237.85
Randolph County,4.7,North Carolina,2004,134732,789.93,2.57,787.36
Richmond County,7.9,North Carolina,2004,46227,479.58,5.6,473.98
Robeson County,6.8,North Carolina,2004,126117,951.03,2.19,948.84
Rockingham County,6.8,North Carolina,2004,92382,572.33,5.9,566.44
Rowan County,6.4,North Carolina,2004,132202,523.86,12.55,511.31
Rutherford County,8.5,North Carolina,2004,64692,565.9,1.78,564.12
Sampson County,4.8,North Carolina,2004,61376,947.45,2.01,945.45
Scotland County,9.7,North Carolina,2004,36446,320.64,1.5,319.14
Stanly County,5.8,North Carolina,2004,58638,404.26,9.2,395.06
Stokes County,4.9,North Carolina,2004,45772,455.89,4.05,451.84
Surry County,5.5,North Carolina,2004,72219,537.79,1.27,536.52
Swain County,7.1,North Carolina,2004,13240,540.64,12.54,528.1
Transylvania County,6.2,North Carolina,2004,30417,380.56,2.17,378.39
Tyrrell County,6.6,North Carolina,2004,4289,600.3,210.39,389.91
Union County,4.5,North Carolina,2004,151452,639.59,2.22,637.37
Vance County,8.7,North Carolina,2004,44081,269.82,16.31,253.52
Wake County,4.2,North Carolina,2004,716336,857.26,25.33,831.92
Warren County,7.1,North Carolina,2004,20464,443.8,15.09,428.7
Washington County,6.3,North Carolina,2004,13393,424.39,75.93,348.46
Watauga County,4.3,North Carolina,2004,45478,312.73,0.22,312.51
Wayne County,5.2,North Carolina,2004,116484,556.69,4.12,552.57
Wilkes County,5.9,North Carolina,2004,67668,759.93,2.74,757.19
Wilson County,7.3,North Carolina,2004,76140,374.26,3.17,371.09
Yadkin County,4.8,North Carolina,2004,37265,337.49,1.94,335.55
Yancey County,6.3,North Carolina,2004,17704,313.11,0.65,312.45
Adams County,2.3,North Dakota,2004,2436,988.84,0.92,987.91
Barnes County,2.7,North Dakota,2004,11202,1513.23,21.58,1491.65
Benson County,4.5,North Dakota,2004,6788,1439.27,58.68,1380.6
Billings County,1.8,North Dakota,2004,792,1153.4,1.99,1151.41
Bottineau County,3.6,North Dakota,2004,6690,1697.74,29.16,1668.59
Bowman County,2,North Dakota,2004,3132,1166.99,4.95,1162.05
Burke County,3,North Dakota,2004,2081,1129.26,25.73,1103.53
Burleigh County,2.3,North Dakota,2004,72837,1668.04,34.95,1633.09
Cass County,2.4,North Dakota,2004,133197,1767.91,2.68,1765.23
Cavalier County,2.8,North Dakota,2004,4456,1510.14,21.68,1488.46
Dickey County,2.3,North Dakota,2004,5561,1141.66,10.66,1131
Divide County,2.7,North Dakota,2004,2178,1294.18,34.65,1259.53
Dunn County,3.1,North Dakota,2004,3443,2082.25,72.65,2009.6
Eddy County,3.8,North Dakota,2004,2641,644.23,14.11,630.12
Emmons County,4.8,North Dakota,2004,3955,1554.72,44.83,1509.88
Foster County,2.5,North Dakota,2004,3514,646.72,11.52,635.2
Golden Valley County,2.3,North Dakota,2004,1741,1002.36,0.37,1001.99
Grand Forks County,2.7,North Dakota,2004,67071,1439.83,2.02,1437.81
Grant County,3.4,North Dakota,2004,2626,1665.92,6.46,1659.46
Griggs County,2.5,North Dakota,2004,2531,716.17,7.67,708.5
Hettinger County,3.8,North Dakota,2004,2612,1133.7,1.45,1132.25
Kidder County,4.3,North Dakota,2004,2592,1433.21,82.42,1350.79
Lamoure County,3.3,North Dakota,2004,4552,1150.81,3.63,1147.18
Logan County,3.7,North Dakota,2004,2126,1011.07,18.43,992.64
McHenry County,4.5,North Dakota,2004,5669,1911.71,37.62,1874.09
McIntosh County,2.3,North Dakota,2004,3192,995.04,19.84,975.19
McKenzie County,3.4,North Dakota,2004,5611,2860.89,118.87,2742.02
McLean County,5,North Dakota,2004,8948,2328.17,218.21,2109.95
Mercer County,4.6,North Dakota,2004,8437,1112.42,66.93,1045.49
Morton County,3.5,North Dakota,2004,25372,1945.28,19.01,1926.27
Mountrail County,5.4,North Dakota,2004,6798,1941.08,117.15,1823.93
