county,nov_rate,state,year,2004_pop_est,total area sqmi,water area,land area
Somerset County,5.9,Maryland,2004,25807,610.78,283.56,327.21
Talbot County,3.6,Maryland,2004,35793,476.77,207.64,269.14
Washington County,3.9,Maryland,2004,139423,467.55,9.41,458.14
Wicomico County,4.3,Maryland,2004,90210,399.79,22.62,377.17
Worcester County,8.3,Maryland,2004,49994,694.73,221.49,473.24
Barnstable County,4.7,Massachusetts,2004,224264,1305.62,910.1,395.51
Berkshire County,3.9,Massachusetts,2004,133076,946.27,14.95,931.32
Bristol County,5.1,Massachusetts,2004,545988,691.19,135.19,556
Dukes County,4.5,Massachusetts,2004,15704,490.95,387.18,103.78
Essex County,5.1,Massachusetts,2004,729783,828.53,327.86,500.67
Franklin County,3.7,Massachusetts,2004,71875,724.74,22.71,702.03
Hampden County,5.2,Massachusetts,2004,460841,634.12,15.71,618.4
Hampshire County,3.5,Massachusetts,2004,155019,545.44,16.41,529.03
Middlesex County,3.8,Massachusetts,2004,1459232,847.54,24.08,823.46
Nantucket County,2.4,Massachusetts,2004,9732,303.64,255.83,47.81
Norfolk County,3.9,Massachusetts,2004,652630,443.94,44.35,399.58
Plymouth County,4.4,Massachusetts,2004,485010,1093.39,432.54,660.85
Suffolk County,5,Massachusetts,2004,691272,120.19,61.68,58.52
Worcester County,4.8,Massachusetts,2004,777855,1579.02,65.95,1513.06
Alcona County,11,Michigan,2004,11459,1790.54,1116.1,674.43
Alger County,7.3,Michigan,2004,9680,5049.08,4131.25,917.83
Allegan County,6.1,Michigan,2004,110225,1833.3,1005.83,827.46
Alpena County,7.4,Michigan,2004,30735,1695,1120.85,574.15
Antrim County,8.4,Michigan,2004,24263,601.9,124.97,476.94
Arenac County,9.1,Michigan,2004,17128,680.81,313.97,366.84
Baraga County,11.9,Michigan,2004,8884,1068.85,164.85,904
Barry County,5.3,Michigan,2004,59005,576.9,20.77,556.14
Bay County,6.7,Michigan,2004,109453,630.91,186.66,444.25
Benzie County,7.7,Michigan,2004,17420,859.64,538.32,321.31
Berrien County,6.9,Michigan,2004,159742,1581.38,1010.39,571
Branch County,6.5,Michigan,2004,46791,519.49,12.08,507.41
Calhoun County,6.4,Michigan,2004,139443,718.44,9.72,708.72
Cass County,4.1,Michigan,2004,52290,508.46,16.29,492.18
Charlevoix County,7.3,Michigan,2004,26601,1390.76,973.92,416.84
Cheboygan County,10.2,Michigan,2004,27228,885.23,169.63,715.6
Chippewa County,8.3,Michigan,2004,38803,2697.98,1136.92,1561.06
Clare County,9.4,Michigan,2004,31821,575.22,8.42,566.8
Clinton County,6.2,Michigan,2004,70605,574.57,3.12,571.46
Crawford County,6.9,Michigan,2004,14591,563.37,5.25,558.12
Delta County,6.9,Michigan,2004,38123,1991.58,821.56,1170.03
Dickinson County,5.8,Michigan,2004,27231,777.12,10.78,766.34
Eaton County,5.9,Michigan,2004,107533,579.02,2.61,576.41
Emmet County,8.9,Michigan,2004,32824,882.26,414.44,467.82
Genesee County,7.3,Michigan,2004,442534,649.34,9.7,639.64
Gladwin County,9.3,Michigan,2004,26971,516.43,9.63,506.8
Gogebic County,7.3,Michigan,2004,16976,1476.43,374.57,1101.86
Grand Traverse County,5.9,Michigan,2004,82768,601.13,136.06,465.07
Gratiot County,8.6,Michigan,2004,42583,571.61,1.48,570.13
Hillsdale County,7.6,Michigan,2004,47392,607.14,8.3,598.84
Houghton County,5.6,Michigan,2004,36154,1501.56,489.84,1011.72
Huron County,7.2,Michigan,2004,35014,2136.47,1299.95,836.52
Ingham County,6.4,Michigan,2004,283586,560.94,1.75,559.19
Ionia County,8.3,Michigan,2004,64562,580.23,7.02,573.21
Iosco County,8.4,Michigan,2004,26860,1890.77,1341.66,549.11
Iron County,6.9,Michigan,2004,12460,1211.02,44.67,1166.36
Isabella County,4.5,Michigan,2004,67067,577.75,3.48,574.27
Jackson County,6.7,Michigan,2004,162140,723.76,17.17,706.6
Kalamazoo County,5.2,Michigan,2004,242505,580.18,18.32,561.86
Kalkaska County,6.8,Michigan,2004,17400,570.76,9.75,561.02
Kent County,5.9,Michigan,2004,589554,872.18,16.01,856.17
Keweenaw County,14.3,Michigan,2004,2125,5965.96,5424.98,540.97
Lake County,9.9,Michigan,2004,11757,574.6,7.17,567.44
Lapeer County,7.4,Michigan,2004,91125,663.08,8.88,654.2
Leelanau County,5.2,Michigan,2004,21859,2532.38,2183.91,348.47
Lenawee County,6.7,Michigan,2004,101216,761.31,10.81,750.5
Livingston County,4.9,Michigan,2004,175245,585.43,17.03,568.4
Luce County,7.4,Michigan,2004,6894,1911.89,1008.8,903.08
Mackinac County,13.8,Michigan,2004,11647,2100.55,1078.96,1021.58
Macomb County,6.7,Michigan,2004,823418,569.78,89.34,480.44
Manistee County,8.2,Michigan,2004,25048,1280.77,737.16,543.61
Marquette County,5.4,Michigan,2004,65620,3425.17,1604.12,1821.05
Mason County,8.8,Michigan,2004,28842,1241.86,746.7,495.17
Mecosta County,6.6,Michigan,2004,42553,571.1,15.41,555.69
Menominee County,5.2,Michigan,2004,24987,1337.99,294.47,1043.52
Midland County,5.7,Michigan,2004,84058,527.89,6.7,521.19
Missaukee County,6.3,Michigan,2004,15127,573.82,7.08,566.75
Monroe County,5.4,Michigan,2004,151117,680.03,128.93,551.1
Montcalm County,7.4,Michigan,2004,63482,720.98,12.94,708.04
Montmorency County,12.3,Michigan,2004,10326,562.44,14.81,547.63
Muskegon County,6.8,Michigan,2004,172771,1459.3,950.18,509.12
Newaygo County,6.9,Michigan,2004,49272,861.39,19.03,842.37
Oakland County,5.5,Michigan,2004,1203812,908,35.49,872.51
Oceana County,7.9,Michigan,2004,27556,1306.73,766.27,540.46
Ogemaw County,7.2,Michigan,2004,22053,574.63,10.33,564.3
Ontonagon County,7,Michigan,2004,7497,3741.45,2429.92,1311.53
Osceola County,8.2,Michigan,2004,23990,573.1,7.12,565.98
Oscoda County,10.6,Michigan,2004,9299,571.57,6.57,565
Otsego County,7.5,Michigan,2004,24586,525.98,11.44,514.54
Ottawa County,5,Michigan,2004,253048,1631.97,1066.32,565.65
Presque Isle County,9.9,Michigan,2004,14163,2572.75,1912.68,660.07
Roscommon County,7.6,Michigan,2004,25771,579.84,58.44,521.4
Saginaw County,7.7,Michigan,2004,208489,815.78,6.85,808.93
Saint Clair County,7.6,Michigan,2004,168457,836.63,112.26,724.37
Saint Joseph County,5.8,Michigan,2004,62265,521.15,17.43,503.72
Sanilac County,7.8,Michigan,2004,44939,1590.22,626.42,963.8
Schoolcraft County,9.7,Michigan,2004,8962,1883.69,705.58,1178.11
Shiawassee County,7.8,Michigan,2004,73034,540.73,2,538.73
Tuscola County,7.6,Michigan,2004,58230,913.82,101.39,812.43
Van Buren County,6.9,Michigan,2004,77241,1090.19,479.33,610.86
Washtenaw County,4,Michigan,2004,339422,722.53,12.59,709.94
Wayne County,8.6,Michigan,2004,1983830,672.2,58.05,614.15
Wexford County,7.3,Michigan,2004,31778,575.84,10.35,565.49
Aitkin County,6,Minnesota,2004,16028,1995.31,176.01,1819.3
Anoka County,3.8,Minnesota,2004,316643,446.26,22.65,423.61
Becker County,5,Minnesota,2004,31625,1445.11,134.69,1310.42
Beltrami County,4.9,Minnesota,2004,42100,3055.59,550.32,2505.27
Benton County,4,Minnesota,2004,37072,413,4.72,408.28
Big Stone County,3.8,Minnesota,2004,5444,527.88,30.93,496.95
Blue Earth County,3.3,Minnesota,2004,59116,765.9,13.54,752.36
Brown County,3.6,Minnesota,2004,26666,618.6,7.74,610.86
Carlton County,5.3,Minnesota,2004,33950,875.23,14.9,860.33
Carver County,3.2,Minnesota,2004,80473,376.15,19.11,357.04
Cass County,6.9,Minnesota,2004,28338,2414.21,396.61,2017.6
Chippewa County,3.8,Minnesota,2004,12531,587.83,5.02,582.8
Chisago County,3.8,Minnesota,2004,49054,442.49,24.86,417.63
Clay County,2.6,Minnesota,2004,53251,1052.74,7.49,1045.24
Clearwater County,8.8,Minnesota,2004,8466,1029.79,35.08,994.71
Cook County,4.6,Minnesota,2004,5180,3339.72,1889.11,1450.6
Cottonwood County,4.1,Minnesota,2004,12151,648.91,8.91,639.99
Crow Wing County,4.6,Minnesota,2004,58814,1156.56,160,996.57
Dakota County,3.5,Minnesota,2004,377143,586.33,16.75,569.58
Dodge County,3.3,Minnesota,2004,19162,439.63,0.12,439.5
Douglas County,3.3,Minnesota,2004,34555,719.94,85.62,634.32
Faribault County,5,Minnesota,2004,15554,721.61,7.98,713.63
Fillmore County,3.9,Minnesota,2004,21188,862.15,0.9,861.25
Freeborn County,4.7,Minnesota,2004,31948,722.63,14.99,707.64
Goodhue County,4,Minnesota,2004,45329,780.44,22.17,758.27
Grant County,4.3,Minnesota,2004,6174,575.18,28.77,546.41
Hennepin County,3.8,Minnesota,2004,1118756,606.38,49.77,556.62
Houston County,3.6,Minnesota,2004,19582,568.91,10.5,558.41
Hubbard County,5.4,Minnesota,2004,19453,999.39,76.93,922.46
Isanti County,4.1,Minnesota,2004,35592,451.87,12.81,439.07
Itasca County,6.3,Minnesota,2004,44221,2927.78,262.72,2665.06
Jackson County,3.3,Minnesota,2004,10693,719.46,17.76,701.69
Kanabec County,5.6,Minnesota,2004,16080,533.38,8.45,524.93
Kandiyohi County,3.7,Minnesota,2004,41456,861.97,65.92,796.06
Kittson County,4.8,Minnesota,2004,4898,1103.51,6.43,1097.08
Koochiching County,5.8,Minnesota,2004,13919,3154.32,51.96,3102.36
Lac qui Parle County,3.5,Minnesota,2004,7674,778.05,13.19,764.87
Lake County,4.3,Minnesota,2004,11100,2990.82,891.66,2099.16
Lake of the Woods County,5.5,Minnesota,2004,4401,1775.05,478.35,1296.7
Le Sueur County,4.2,Minnesota,2004,26811,473.86,25.36,448.5
Lincoln County,3.1,Minnesota,2004,6138,548.44,11.41,537.03
Lyon County,3,Minnesota,2004,24981,721.46,7.29,714.17
Mahnomen County,5.2,Minnesota,2004,5215,582.99,26.85,556.14
Marshall County,5.9,Minnesota,2004,9938,1812.79,40.55,1772.24
Martin County,4,Minnesota,2004,21126,729.56,20.21,709.34
McLeod County,3.9,Minnesota,2004,35923,505.67,13.76,491.91
Meeker County,3.9,Minnesota,2004,23200,645.08,36.54,608.54
Mille Lacs County,5.8,Minnesota,2004,24716,681.77,107.3,574.47
Morrison County,4.4,Minnesota,2004,32489,1153.32,28.82,1124.5
Mower County,3.8,Minnesota,2004,38900,711.71,0.21,711.5
Murray County,3.1,Minnesota,2004,8989,719.52,15.09,704.43
Nicollet County,3,Minnesota,2004,31036,466.95,14.65,452.29
Nobles County,3.4,Minnesota,2004,20629,722.33,6.94,715.39
Norman County,3.9,Minnesota,2004,7120,876.82,0.55,876.27
Olmsted County,3.3,Minnesota,2004,133195,654.5,1.49,653.01
Otter Tail County,4.4,Minnesota,2004,57576,2224.91,245.2,1979.71
Pennington County,4,Minnesota,2004,13640,618.34,1.8,616.54
Pine County,5.4,Minnesota,2004,28323,1434.57,23.52,1411.04
Pipestone County,3.2,Minnesota,2004,9598,466.15,0.26,465.89
Polk County,3.6,Minnesota,2004,31093,1997.81,27.44,1970.37
Pope County,3.6,Minnesota,2004,11183,717.29,47.15,670.14
Ramsey County,4,Minnesota,2004,501104,170.13,14.36,155.78
Red Lake County,5,Minnesota,2004,4259,432.51,0.08,432.43
Redwood County,3.4,Minnesota,2004,16320,881.24,1.51,879.73
Renville County,4.4,Minnesota,2004,16609,987.22,4.3,982.92
Rice County,3.9,Minnesota,2004,60146,516.13,18.56,497.57
Rock County,3,Minnesota,2004,9501,482.84,0.23,482.61
Roseau County,3.4,Minnesota,2004,16150,1678.33,15.82,1662.51
Saint Louis County,4.8,Minnesota,2004,199304,6859.91,634.75,6225.16
Scott County,3.3,Minnesota,2004,112605,368.56,11.88,356.68
Sherburne County,4,Minnesota,2004,78091,451,14.7,436.3
Sibley County,3.9,Minnesota,2004,15202,600.41,11.76,588.65
Stearns County,3.6,Minnesota,2004,139788,1389.93,45.41,1344.52
Steele County,3.6,Minnesota,2004,35090,432.16,2.62,429.55
Stevens County,3.7,Minnesota,2004,9857,575.24,13.17,562.06
Swift County,4.2,Minnesota,2004,10551,752.35,8.82,743.53
Todd County,4.3,Minnesota,2004,24633,979.34,37.32,942.02
Traverse County,3.3,Minnesota,2004,3871,585.96,11.87,574.09
Wabasha County,3.7,Minnesota,2004,21755,549.83,24.82,525.01
Wadena County,5.7,Minnesota,2004,13682,543,7.98,535.02
Waseca County,4.1,Minnesota,2004,19245,432.81,9.56,423.25
Washington County,3.3,Minnesota,2004,215937,423.16,31.46,391.7
Watonwan County,3.4,Minnesota,2004,11504,439.92,5.4,434.51
Wilkin County,3.1,Minnesota,2004,6860,751.63,0.2,751.43
Winona County,3.5,Minnesota,2004,50257,641.59,15.29,626.3
Wright County,3.7,Minnesota,2004,106998,714.39,53.63,660.75
Yellow Medicine County,4,Minnesota,2004,10795,763.39,5.43,757.96
Adams County,7.2,Mississippi,2004,32785,486.25,25.99,460.26
Alcorn County,6.7,Mississippi,2004,35448,401.35,1.46,399.89
Amite County,6.1,Mississippi,2004,13337,731.64,2.04,729.6
Attala County,8.1,Mississippi,2004,19330,737.1,1.97,735.13
Benton County,9.8,Mississippi,2004,8146,408.65,1.86,406.79
Bolivar County,8.1,Mississippi,2004,37211,905.76,29.47,876.28
Calhoun County,6.4,Mississippi,2004,14857,587.97,1.43,586.54
Carroll County,6.2,Mississippi,2004,10544,634.54,6.81,627.73
Chickasaw County,8.3,Mississippi,2004,18642,504.27,2.71,501.56
Choctaw County,7.7,Mississippi,2004,9132,419.81,0.71,419.1
Claiborne County,10.6,Mississippi,2004,10772,501.36,14.59,486.77
Clarke County,7.2,Mississippi,2004,17133,693.41,2.14,691.27
Clay County,9,Mississippi,2004,21531,416.02,7.46,408.56
Coahoma County,8.3,Mississippi,2004,28508,583.14,28.99,554.15
Copiah County,7.2,Mississippi,2004,29157,779.38,2.78,776.6
Covington County,5.7,Mississippi,2004,19621,414.94,1.15,413.79
Desoto County,4,Mississippi,2004,130767,496.77,18.91,477.86
Forrest County,5.4,Mississippi,2004,71732,470.17,3.59,466.58
Franklin County,7.8,Mississippi,2004,8196,566.74,2.14,564.6
George County,8.1,Mississippi,2004,20326,483.63,5.34,478.29
Greene County,8.1,Mississippi,2004,13155,718.69,5.87,712.82
Grenada County,6.6,Mississippi,2004,22222,449.38,27.58,421.79
Hancock County,5.1,Mississippi,2004,46717,552.53,75.65,476.88
Harrison County,5.3,Mississippi,2004,195971,976.15,395.17,580.98
Hinds County,5.9,Mississippi,2004,248147,877.35,8.16,869.18
Holmes County,9.6,Mississippi,2004,20257,764.18,8.18,756
Humphreys County,8.1,Mississippi,2004,10204,431.16,13.07,418.09
Issaquena County,9.6,Mississippi,2004,1813,441.36,28.3,413.06
Itawamba County,6.1,Mississippi,2004,23085,540.42,8.11,532.31
Jackson County,5.9,Mississippi,2004,136565,1043.3,316.4,726.9
Jasper County,7.3,Mississippi,2004,17751,677.44,1.44,676
Jefferson County,12.2,Mississippi,2004,8760,527.19,7.81,519.39
Jefferson Davis County,7.4,Mississippi,2004,12932,409.1,0.7,408.41
Jones County,5.4,Mississippi,2004,65296,699.73,5.91,693.82
Kemper County,9.4,Mississippi,2004,10648,767,0.87,766.13
Lafayette County,5.1,Mississippi,2004,41840,679.29,48.17,631.11
Lamar County,4.3,Mississippi,2004,45001,500.49,3.42,497.07
Lauderdale County,6.8,Mississippi,2004,78055,715.28,11.77,703.51
Lawrence County,7,Mississippi,2004,13149,435.73,5.11,430.63
Leake County,6.9,Mississippi,2004,22561,585.39,2.68,582.71
Lee County,5.6,Mississippi,2004,77937,453.14,3.55,449.59
Leflore County,8.5,Mississippi,2004,34863,606.35,14.42,591.93
Lincoln County,6.1,Mississippi,2004,33490,588.17,2.47,585.71
Lowndes County,7.2,Mississippi,2004,59699,516.45,14.15,502.3
Madison County,4.8,Mississippi,2004,82283,741.97,24.86,717.11
Marion County,6.8,Mississippi,2004,25617,548.58,6.24,542.34
Marshall County,9.2,Mississippi,2004,35720,709.8,3.47,706.33
Monroe County,7.1,Mississippi,2004,37678,772.04,7.87,764.17
Montgomery County,7.4,Mississippi,2004,11507,407.86,1.02,406.85
Neshoba County,6.1,Mississippi,2004,29139,571.64,1.64,570
Newton County,5.9,Mississippi,2004,21535,579.58,1.55,578.03
Noxubee County,11.9,Mississippi,2004,12056,700.05,5.26,694.79
Oktibbeha County,5.5,Mississippi,2004,43382,461.9,4.19,457.71
Panola County,9,Mississippi,2004,34701,705.13,20.94,684.2
Pearl River County,5.5,Mississippi,2004,50624,818.93,7.6,811.33
Perry County,7.1,Mississippi,2004,12233,650.2,3.02,647.18
Pike County,7.3,Mississippi,2004,38700,410.78,1.89,408.89
Pontotoc County,5.2,Mississippi,2004,28276,500.99,3.64,497.35
Prentiss County,7.4,Mississippi,2004,25568,418.24,3.32,414.93
Quitman County,8.7,Mississippi,2004,9494,406.49,1.66,404.84
Rankin County,4.2,Mississippi,2004,127232,806.09,31.57,774.52
Scott County,5.2,Mississippi,2004,28097,610.38,1.3,609.08
Sharkey County,9,Mississippi,2004,5845,434.88,7.17,427.71
Simpson County,5.3,Mississippi,2004,27362,590.53,1.8,588.73
Smith County,5.4,Mississippi,2004,16126,637.27,1.38,635.89
Stone County,5.7,Mississippi,2004,14694,448.07,2.71,445.37
Sunflower County,9.1,Mississippi,2004,32349,707.22,13.43,693.79
Tallahatchie County,8.2,Mississippi,2004,15249,652.08,8.16,643.92
Tate County,6,Mississippi,2004,26599,410.95,6.47,404.48
Tippah County,6.9,Mississippi,2004,21261,459.97,2.07,457.91
Tishomingo County,7.8,Mississippi,2004,19145,444.54,20.41,424.12
Tunica County,7.2,Mississippi,2004,10221,480.78,25.97,454.81
Union County,6.4,Mississippi,2004,26076,416.87,1.44,415.43
Walthall County,6.9,Mississippi,2004,15104,404.44,0.62,403.82
Warren County,6.2,Mississippi,2004,49092,618.76,32.15,586.61
Washington County,9.6,Mississippi,2004,56802,761.26,37.27,723.99
Wayne County,6.9,Mississippi,2004,21069,813.5,3.18,810.32
Webster County,7.6,Mississippi,2004,10057,423.34,0.85,422.49
Wilkinson County,7.9,Mississippi,2004,10185,687.66,10.95,676.7
Winston County,7.6,Mississippi,2004,19715,610.11,3.14,606.97
Yalobusha County,7.8,Mississippi,2004,12961,495,27.88,467.12
Yazoo County,9.2,Mississippi,2004,27963,934.12,14.64,919.48
Adair County,4.2,Missouri,2004,24988,569.32,2.31,567
Andrew County,5.5,Missouri,2004,16580,436.5,1.32,435.18
Atchison County,5.3,Missouri,2004,6153,547.36,2.64,544.72
Audrain County,5.4,Missouri,2004,25555,696.79,3.69,693.1
Barry County,5.4,Missouri,2004,34849,790.89,11.83,779.06
Barton County,5.1,Missouri,2004,12941,596.72,2.47,594.25
Bates County,7.2,Missouri,2004,17088,851.37,2.9,848.47
Benton County,6.1,Missouri,2004,18336,752.48,46.97,705.51
Bollinger County,5.9,Missouri,2004,12427,621.2,0.46,620.74
Boone County,3.7,Missouri,2004,145348,691.31,5.88,685.43
Buchanan County,6.6,Missouri,2004,86039,414.57,4.84,409.73
Butler County,5.4,Missouri,2004,41476,698.97,1.43,697.54
Caldwell County,6,Missouri,2004,9230,429.72,0.38,429.34
Callaway County,4.8,Missouri,2004,41767,847.03,8.19,838.84
Camden County,5.7,Missouri,2004,39572,708.86,53.71,655.14
Cape Girardeau County,4.4,Missouri,2004,71121,586.29,7.67,578.62
Carroll County,5.5,Missouri,2004,9922,702.3,7.57,694.72
Carter County,7,Missouri,2004,5982,509.02,1.44,507.58
Cass County,5.3,Missouri,2004,90759,702.67,3.68,698.99
Cedar County,6.1,Missouri,2004,14073,498.51,22.57,475.93
Chariton County,5.9,Missouri,2004,8174,768.25,12.38,755.87
Christian County,4.3,Missouri,2004,63171,564.05,0.89,563.16
Clark County,5.5,Missouri,2004,7239,511.9,4.59,507.31
Clay County,4.8,Missouri,2004,196718,408.86,12.52,396.35
Clinton County,5.7,Missouri,2004,20409,423.47,4.71,418.76
Cole County,4,Missouri,2004,72427,399.08,7.64,391.44
Cooper County,5,Missouri,2004,17203,570.22,5.19,565.03
Crawford County,6.2,Missouri,2004,23918,743.79,1.27,742.52
Dade County,5.1,Missouri,2004,7893,506.3,15.96,490.34
Dallas County,6,Missouri,2004,16275,542.83,1.29,541.54
Daviess County,4.7,Missouri,2004,8228,569.07,2.11,566.97
Dekalb County,5.7,Missouri,2004,12734,425.77,1.57,424.2
Dent County,6.8,Missouri,2004,15157,754.51,0.97,753.54
Douglas County,5.8,Missouri,2004,13372,814.6,0.07,814.53
Dunklin County,7,Missouri,2004,32420,547.11,1.49,545.62
Franklin County,5.8,Missouri,2004,97465,930.65,7.84,922.81
Gasconade County,5.9,Missouri,2004,15464,526.09,5.43,520.67
Gentry County,4.3,Missouri,2004,6771,491.81,0.29,491.52
Greene County,4.5,Missouri,2004,253130,677.8,2.82,674.97
Grundy County,5.4,Missouri,2004,10209,437.98,2.16,435.82
Harrison County,4.7,Missouri,2004,8753,726.45,1.32,725.13
Henry County,6.5,Missouri,2004,22442,732.55,30.07,702.48
Hickory County,8.2,Missouri,2004,9316,411.74,13.11,398.63
Holt County,4.5,Missouri,2004,5116,469.05,7.18,461.87
Howard County,4.7,Missouri,2004,10012,470.55,4.82,465.74
Howell County,5,Missouri,2004,38036,928.33,0.59,927.74
Iron County,8,Missouri,2004,10617,552.05,0.71,551.34
Jackson County,7.1,Missouri,2004,658307,616.41,11.57,604.84
Jasper County,5,Missouri,2004,108897,641.32,1.59,639.73
Jefferson County,5.7,Missouri,2004,207829,664.09,7.29,656.8
Johnson County,4.7,Missouri,2004,50905,833.03,2.59,830.44
Knox County,3.7,Missouri,2004,4236,506.77,1.07,505.71
Laclede County,6.9,Missouri,2004,33513,768,2.14,765.85
Lafayette County,5.4,Missouri,2004,33110,638.86,9.55,629.31
Lawrence County,4.6,Missouri,2004,36798,613.38,0.3,613.08
Lewis County,4.7,Missouri,2004,10319,510.85,5.85,505.01
Lincoln County,5.8,Missouri,2004,44995,640.41,9.92,630.49
Linn County,8.5,Missouri,2004,13256,621.46,1.11,620.35
Livingston County,4.7,Missouri,2004,14604,538.48,3.95,534.52
Macon County,5.1,Missouri,2004,15497,812.53,8.76,803.77
Madison County,5.8,Missouri,2004,11937,497.6,0.87,496.73
Maries County,4.3,Missouri,2004,9077,529.97,2.25,527.73
Marion County,5.3,Missouri,2004,28193,444.05,5.97,438.07
McDonald County,4.6,Missouri,2004,22410,539.7,0.19,539.51
Mercer County,4.3,Missouri,2004,3701,455.18,1,454.18
Miller County,6.1,Missouri,2004,24488,599.94,7.69,592.26
Mississippi County,8.1,Missouri,2004,13669,428.91,15.75,413.16
Moniteau County,4.2,Missouri,2004,15082,418.85,2.33,416.52
Monroe County,5.7,Missouri,2004,9254,670.23,24.24,645.98
Montgomery County,6.3,Missouri,2004,12236,540.34,2.88,537.46
Morgan County,6.2,Missouri,2004,20106,613.89,16.48,597.41
New Madrid County,7.3,Missouri,2004,19235,698.02,20.01,678.01
Newton County,5.4,Missouri,2004,55100,626.66,0.24,626.42
Nodaway County,3.4,Missouri,2004,22517,877.75,1.13,876.62
Oregon County,5.3,Missouri,2004,10503,791.59,0.18,791.4
Osage County,3.9,Missouri,2004,13361,613.41,7.3,606.11
Ozark County,5.9,Missouri,2004,9555,755.07,12.92,742.15
Pemiscot County,7.8,Missouri,2004,19338,512.41,19.33,493.08
Perry County,4.1,Missouri,2004,18454,484.28,9.61,474.67
