county,nov_rate,state,year,2016_pop_est,total area sqmi,water area,land area,per_pov,med_income
Brunswick County,5.3,Virginia,2016,16243,569.37,3.23,566.14,22.8,39433
Buchanan County,9.2,Virginia,2016,22178,503.88,0,503.88,25.1,31763
Buckingham County,5.3,Virginia,2016,17048,583.56,2.7,580.86,17.6,42455
Buena Vista City,4.6,Virginia,2016,6452,6.83,0,6.83,16.2,38991
Campbell County,4.1,Virginia,2016,54952,507.26,2.78,504.48,13.3,49935
Caroline County,4.1,Virginia,2016,30178,538.89,6.36,532.52,9.9,55423
Carroll County,4.7,Virginia,2016,29531,477.64,1.3,476.34,16.3,40390
Charles City County,4.2,Virginia,2016,7071,204.22,21.46,182.76,12.4,56907
Charlotte County,4.8,Virginia,2016,12129,477.44,2.45,474.99,20.8,38557
Charlottesville City,3,Virginia,2016,46912,10.26,0,10.26,22.8,47977
Chesapeake City,4,Virginia,2016,237940,350.9,10.18,340.72,8.6,71998
Chesterfield County,3.7,Virginia,2016,339009,436.99,11.23,425.75,7.0,76260
Clarke County,3.4,Virginia,2016,14374,178.19,1.57,176.62,7.9,76753
Colonial Heights City,4.2,Virginia,2016,17772,7.79,0.31,7.48,10.4,52673
Covington City,5.6,Virginia,2016,5518,5.67,0,5.67,15.9,37904
Craig County,4.6,Virginia,2016,5158,330.61,0,330.61,12.6,48221
Culpeper County,3.5,Virginia,2016,50083,382.28,1.27,381,9.8,67023
Cumberland County,4.4,Virginia,2016,9652,299.73,1.28,298.45,18.2,42692
Danville City,5.4,Virginia,2016,41898,43.94,0.88,43.06,22.3,35220
Dickenson County,8.6,Virginia,2016,14968,333.63,1.91,331.71,25.6,32795
Dinwiddie County,4.3,Virginia,2016,28144,506.98,3.31,503.67,13.0,54805
Emporia City,5.6,Virginia,2016,5305,6.97,0.07,6.89,23.2,33499
Essex County,4.7,Virginia,2016,11123,285.91,28.14,257.77,13.1,50033
Fairfax City,2.9,Virginia,2016,24164,6.31,0,6.31,6.8,94701
Fairfax County,3,Virginia,2016,1138652,406.61,11.57,395.04,6.0,115518
Falls Church City,2.6,Virginia,2016,14014,1.99,0,1.99,3.6,118035
Fauquier County,3.2,Virginia,2016,69069,651.42,1.72,649.7,5.8,91372
Floyd County,3.6,Virginia,2016,15731,381.23,0.01,381.22,13.7,42670
Fluvanna County,3.1,Virginia,2016,26271,290.21,2.84,287.37,7.5,70005
Franklin City,5.4,Virginia,2016,8306,8.4,0.05,8.35,18.2,40247
Franklin County,4,Virginia,2016,56069,711.56,19.48,692.08,13.2,52424
Frederick County,3.2,Virginia,2016,84421,415.62,1,414.63,6.8,69346
Fredericksburg City,4.4,Virginia,2016,28297,10.52,0,10.52,14.6,53714
Galax City,4.7,Virginia,2016,6775,8.23,0,8.23,20.5,35221
Giles County,4.8,Virginia,2016,16857,360.4,3.07,357.33,12.2,51780
Gloucester County,3.4,Virginia,2016,37214,288,71.39,216.61,9.4,64296
Goochland County,3.6,Virginia,2016,22668,289.99,5.56,284.43,6.4,88815
Grayson County,4.5,Virginia,2016,15107,445.9,3.26,442.64,17.4,36113
Greene County,2.9,Virginia,2016,19371,156.96,0.39,156.58,8.4,66170
Greensville County,4.9,Virginia,2016,11706,296.81,1.37,295.44,25.4,41539
Halifax County,5.3,Virginia,2016,34992,829.56,10.27,819.3,18.7,39859
Hampton City,5.3,Virginia,2016,135410,136.23,84.45,51.78,16.4,50294
Hanover County,3.3,Virginia,2016,104392,474.08,1.4,472.68,5.8,83405
Harrisonburg City,4,Virginia,2016,53078,17.59,0.03,17.56,28.4,41636
Henrico County,3.7,Virginia,2016,326501,244.6,6.54,238.06,9.2,66524
Henry County,5.4,Virginia,2016,51445,384.39,2.04,382.35,18.4,36703
Highland County,3.3,Virginia,2016,2216,415.86,0,415.86,13.3,42837
Hopewell City,6.2,Virginia,2016,22735,10.82,0.58,10.24,20.7,40126
Isle of Wight County,3.9,Virginia,2016,36596,362.76,46.89,315.87,9.5,70982
James City County,3.6,Virginia,2016,74404,179.71,36.79,142.92,6.5,84035
King George County,3.9,Virginia,2016,25984,187.79,7.79,180,6.8,80664
King William County,3.6,Virginia,2016,16334,285.65,10.22,275.43,7.7,68053
King and Queen County,4.1,Virginia,2016,7159,326.33,10.06,316.26,13.4,52115
Lancaster County,4.3,Virginia,2016,10972,231.35,98.2,133.14,14.0,44941
Lee County,6.2,Virginia,2016,24179,437.32,0.18,437.13,29.9,32466
Lexington City,5.3,Virginia,2016,7045,2.49,0,2.49,22.2,45331
Loudoun County,3,Virginia,2016,385945,521.1,1.25,519.85,3.5,134609
Louisa County,3.4,Virginia,2016,35236,510.79,13.65,497.14,12.2,52671
Lunenburg County,4.5,Virginia,2016,12273,432.38,0.68,431.7,19.8,38313
Lynchburg City,4.7,Virginia,2016,80212,49.76,0.37,49.39,17.8,41586
Madison County,2.7,Virginia,2016,13078,321.78,0.36,321.42,11.2,56774
Manassas City,3.3,Virginia,2016,41483,9.96,0.02,9.93,9.7,72396
Manassas Park City,3.3,Virginia,2016,15915,2.49,0,2.49,7.8,75994
Martinsville City,6.5,Virginia,2016,13445,11.01,0.05,10.96,23.2,34262
Mathews County,3.7,Virginia,2016,8782,251.96,166.28,85.68,10.1,59439
Mecklenburg County,5.2,Virginia,2016,30892,679.29,55.36,623.93,15.9,45827
Middlesex County,3.4,Virginia,2016,10778,210.75,80.46,130.3,14.2,49840
Montgomery County,3.6,Virginia,2016,98602,389.43,1.21,388.22,20.3,51428
Nelson County,3.3,Virginia,2016,14869,474.31,1.95,472.35,12.6,54188
New Kent County,3.2,Virginia,2016,21147,223.48,13.93,209.55,5.9,84486
Newport News City,4.8,Virginia,2016,181825,119.05,50.76,68.29,14.7,50149
Norfolk City,4.8,Virginia,2016,245115,96.3,42.58,53.73,21.3,45809
Northampton County,5.4,Virginia,2016,12139,795.34,587.97,207.37,20.3,39348
Northumberland County,4.2,Virginia,2016,12222,285.67,93.36,192.3,13.4,52957
Norton City,6.3,Virginia,2016,3864,7.53,0,7.53,23.0,30587
Nottoway County,3.6,Virginia,2016,15595,316.1,1.45,314.65,22.9,40514
Orange County,3.7,Virginia,2016,35533,343.41,1.7,341.7,9.2,64656
Page County,5,Virginia,2016,23654,314.09,2.97,311.13,16.4,45834
Patrick County,5.2,Virginia,2016,17923,485.87,2.72,483.14,17.9,38539
Petersburg City,7,Virginia,2016,31882,23.19,0.3,22.88,25.2,34238
Pittsylvania County,4.4,Virginia,2016,61687,978.18,7.42,970.76,13.6,46192
Poquoson City,3.4,Virginia,2016,12017,78.43,62.91,15.52,5.4,90119
Portsmouth City,5.6,Virginia,2016,95252,46.62,13.46,33.16,18.2,46617
Powhatan County,3.3,Virginia,2016,28443,262.4,1.12,261.28,6.6,78047
Prince Edward County,4.8,Virginia,2016,23142,353.85,1.09,352.76,22.6,41072
Prince George County,4.5,Virginia,2016,37845,281.85,16.23,265.62,9.5,66775
Prince William County,3.4,Virginia,2016,455210,348.36,10.58,337.78,7.4,97549
Pulaski County,5,Virginia,2016,34203,329.59,9.03,320.57,14.4,49554
Radford City,4.6,Virginia,2016,17483,10.19,0.37,9.82,27.2,35655
Rappahannock County,3.3,Virginia,2016,7388,266.83,0.26,266.57,9.9,65278
Richmond City,4.3,Virginia,2016,223170,62.55,2.48,60.07,26.2,42336
Richmond County,3.3,Virginia,2016,8774,216.38,24.92,191.46,19.3,45403
Roanoke City,4,Virginia,2016,99660,42.91,0.03,42.88,22.3,38238
Roanoke County,3.4,Virginia,2016,94031,251.04,0.18,250.87,7.4,62306
Rockbridge County,4,Virginia,2016,22392,600.98,1.35,599.63,12.3,50570
Rockingham County,3.1,Virginia,2016,79744,853.29,2.14,851.15,9.7,57655
Russell County,5.9,Virginia,2016,27370,476.77,2.11,474.66,16.9,39003
Salem City,3.7,Virginia,2016,25549,14.59,0,14.59,9.2,57897
Scott County,4.3,Virginia,2016,21930,538.63,2.05,536.58,19.5,38612
Shenandoah County,3.4,Virginia,2016,43175,512.53,0.32,512.2,10.8,53810
Smyth County,5.3,Virginia,2016,31062,452.31,0.22,452.09,18.1,40140
Southampton County,3.7,Virginia,2016,18057,602.35,2.8,599.56,15.6,49595
Spotsylvania County,3.8,Virginia,2016,132010,412.27,11.41,400.86,7.4,81065
Stafford County,3.6,Virginia,2016,144361,279.95,9.59,270.35,5.7,97607
Staunton City,3.7,Virginia,2016,24363,19.71,0,19.71,12.8,46237
Suffolk City,4.3,Virginia,2016,89273,429.07,29.05,400.02,11.7,65025
Surry County,4.1,Virginia,2016,6544,310.31,31.22,279.09,13.4,51810
Sussex County,5.9,Virginia,2016,11504,492.83,2.1,490.73,23.1,41790
Tazewell County,6.8,Virginia,2016,42150,519.89,0.15,519.74,18.0,38992
Virginia Beach City,3.8,Virginia,2016,452602,9.33,0,9.33,8.3,70596
Warren County,3.7,Virginia,2016,39155,497.33,249.03,248.29,10.3,65434
Washington County,4.2,Virginia,2016,54214,216.32,2.63,213.7,14.7,44785
Waynesboro City,3.9,Virginia,2016,21887,405.22,1.18,404.04,14.6,41255
Westmoreland County,4.3,Virginia,2016,17592,565.98,3.12,562.86,14.8,48983
Williamsburg City,5,Virginia,2016,15214,464.62,1.37,463.24,21.1,49231
Winchester City,3.7,Virginia,2016,27516,215.52,109.87,105.65,15.0,46093
Wise County,7.8,Virginia,2016,39228,15.38,0.02,15.36,23.5,33810
Wythe County,5.5,Virginia,2016,29016,252.64,23.46,229.18,14.4,47676
York County,3.6,Virginia,2016,67976,8.67,0.13,8.54,5.1,87910
Adams County,7.4,Washington,2016,19238,1929.69,4.73,1924.96,19.5,48698
Asotin County,4.6,Washington,2016,22306,640.69,5.34,635.34,14.6,46121
Benton County,6.2,Washington,2016,193686,1760.12,57.03,1703.09,10.5,63474
Chelan County,5.6,Washington,2016,76338,2993.62,72.25,2921.37,11.5,51930
Clallam County,7.2,Washington,2016,74570,2670.34,930.89,1739.45,15.3,49502
Clark County,5.7,Washington,2016,467018,656.22,27.99,628.22,9.0,68937
Columbia County,6.9,Washington,2016,3938,873.53,4.71,868.81,14.0,47894
Cowlitz County,6.9,Washington,2016,105160,1166.33,27.69,1138.64,16.3,51772
Douglas County,6.6,Washington,2016,41327,1848.69,28.17,1820.53,12.8,52363
Ferry County,10.3,Washington,2016,7614,2257.46,53.48,2203.98,21.3,40581
Franklin County,7.6,Washington,2016,90160,1265.35,22.95,1242.4,14.9,56940
Garfield County,5.5,Washington,2016,2247,718.19,7.64,710.55,13.9,51922
Grant County,7.3,Washington,2016,93546,2791.29,110.23,2681.06,16.1,48997
Grays Harbor County,8.2,Washington,2016,71628,2224.44,307.55,1916.89,15.2,48210
Island County,5.6,Washington,2016,82636,517.39,308.95,208.43,9.4,64475
Jefferson County,7.1,Washington,2016,31139,2183.52,369.29,1814.23,12.0,53345
King County,3.8,Washington,2016,2149970,2306.53,180.48,2126.04,9.3,85907
Kitsap County,5.5,Washington,2016,264811,565.98,170.01,395.97,10.1,68706
Kittitas County,5.6,Washington,2016,44866,2333.11,35.93,2297.19,18.2,50410
Klickitat County,6.8,Washington,2016,21301,1904.18,31.8,1872.37,15.5,50691
Lewis County,7.5,Washington,2016,77066,2436.26,28.63,2407.64,14.7,47127
Lincoln County,5.3,Washington,2016,10350,2339.71,28.51,2311.21,12.5,53886
Mason County,7.2,Washington,2016,62198,1051.03,89.97,961.06,14.9,52758
Okanogan County,6.9,Washington,2016,41554,5315.16,47.09,5268.07,19.7,41726
Pacific County,8.1,Washington,2016,21249,1223.5,290.52,932.97,17.0,43168
Pend Oreille County,7.8,Washington,2016,13123,1425.32,25.05,1400.27,16.2,48706
Pierce County,5.8,Washington,2016,861312,1806.5,127.58,1678.91,12.1,64312
San Juan County,4.6,Washington,2016,16339,621.07,446.15,174.92,9.9,59658
Skagit County,6.4,Washington,2016,123681,1920.47,185.33,1735.14,11.3,60442
Skamania County,7.1,Washington,2016,11510,1683.86,27.42,1656.44,13.5,55802
Snohomish County,4.2,Washington,2016,787620,2196.41,107.35,2089.06,8.0,78582
Spokane County,5.5,Washington,2016,499072,1780.72,17.09,1763.64,13.3,52933
Stevens County,7.6,Washington,2016,44439,2540.64,62.34,2478.3,14.3,51303
Thurston County,5.4,Washington,2016,275222,773.64,46.62,727.02,10.4,65684
Wahkiakum County,8.7,Washington,2016,4139,286.69,22.45,264.24,12.8,54162
Walla Walla County,5,Washington,2016,60340,1299.25,28.74,1270.51,14.2,53598
Whatcom County,5.5,Washington,2016,216800,2503.55,384.02,2119.53,15.2,56636
Whitman County,4.3,Washington,2016,48851,2177.6,18.23,2159.37,25.9,42693
Yakima County,8.1,Washington,2016,249636,4311.61,15.38,4296.23,18.2,48232
Barbour County,5.3,West Virginia,2016,16831,342.75,1.96,340.79,22.4,36485
Berkeley County,3.1,West Virginia,2016,113525,321.58,0.44,321.14,12.9,56966
Boone County,6.9,West Virginia,2016,22816,503.18,0.2,502.98,24.2,36313
Braxton County,7.6,West Virginia,2016,14471,516.17,2.69,513.48,21.3,36612
Brooke County,5.8,West Virginia,2016,22977,92.26,3.41,88.85,13.4,46020
Cabell County,4,West Virginia,2016,95987,288.02,6.43,281.59,21.9,39462
Calhoun County,11.9,West Virginia,2016,7336,280.64,0.02,280.62,21.8,33818
Clay County,8.9,West Virginia,2016,8859,343.82,1.42,342.4,29.0,33706
Doddridge County,4.2,West Virginia,2016,8413,320.48,0.05,320.43,19.7,40524
Fayette County,6.9,West Virginia,2016,44323,668.36,4.43,663.93,19.7,38829
Gilmer County,6.6,West Virginia,2016,8249,340.07,0.02,340.05,27.1,35325
Grant County,4.6,West Virginia,2016,11732,480.19,2.99,477.21,15.0,38477
Greenbrier County,4.4,West Virginia,2016,35279,1024.43,3.17,1021.26,16.0,38784
Hampshire County,3.3,West Virginia,2016,23301,644.62,2.9,641.72,15.7,45172
Hancock County,5.6,West Virginia,2016,29590,88.35,5.53,82.82,13.2,44889
Hardy County,4.4,West Virginia,2016,13889,584.48,1.09,583.39,15.2,40243
Harrison County,4.8,West Virginia,2016,68400,416.6,0.56,416.04,14.6,46548
Jackson County,5.4,West Virginia,2016,29152,471.59,5.8,465.79,15.7,43544
Jefferson County,2.6,West Virginia,2016,56368,211.57,2.03,209.53,10.1,71315
Kanawha County,4.7,West Virginia,2016,186241,910.99,7.89,903.1,16.8,44956
Lewis County,6.9,West Virginia,2016,16309,389.75,7.61,382.14,18.4,36826
Lincoln County,6.5,West Virginia,2016,21232,438.59,1.16,437.43,24.2,32477
Logan County,8.1,West Virginia,2016,33700,455.61,1.4,454.21,24.4,35667
Marion County,5.2,West Virginia,2016,56538,311.49,1.8,309.69,17.6,45712
Marshall County,6.3,West Virginia,2016,31793,312.18,5.19,306.99,17.5,42357
Mason County,5.9,West Virginia,2016,26825,444.8,12.95,431.85,17.9,42187
McDowell County,10.2,West Virginia,2016,19141,534.9,0.18,534.72,36.3,24460
Mercer County,5.5,West Virginia,2016,60468,420.69,0.26,420.43,20.2,36871
Mineral County,4.7,West Virginia,2016,27411,329.13,1.4,327.73,15.6,45437
Mingo County,10.4,West Virginia,2016,24647,423.64,1.03,422.61,28.2,30638
Monongalia County,3.3,West Virginia,2016,104622,365.89,4.73,361.16,18.5,49725
Monroe County,3.4,West Virginia,2016,13370,473.66,0.3,473.37,17.3,38395
Morgan County,3.5,West Virginia,2016,17632,229.67,0.68,228.98,11.9,59573
Nicholas County,7.9,West Virginia,2016,25311,654.4,5.77,648.63,21.4,37359
Ohio County,4.5,West Virginia,2016,42516,108.86,2.68,106.18,15.8,43240
Pendleton County,3,West Virginia,2016,7051,698.15,0.28,697.87,16.2,39951
Pleasants County,6.8,West Virginia,2016,7591,134.59,3.86,130.73,14.3,47276
Pocahontas County,7.1,West Virginia,2016,8501,941.85,1.56,940.29,18.3,35906
Preston County,4.5,West Virginia,2016,33758,651.39,3.06,648.32,17.4,44438
Putnam County,4.2,West Virginia,2016,56941,350.4,4.17,346.23,10.8,56789
Raleigh County,5.7,West Virginia,2016,76601,609.34,2.41,606.93,17.4,42282
Randolph County,5,West Virginia,2016,29006,1039.92,0.2,1039.72,18.7,38549
Ritchie County,6,West Virginia,2016,9875,453.58,0.07,453.51,18.2,42154
Roane County,8.6,West Virginia,2016,14208,483.75,0.18,483.57,22.1,35135
Summers County,5.3,West Virginia,2016,12872,367.72,6.54,361.17,24.7,31458
Taylor County,4.4,West Virginia,2016,16859,175.69,2.91,172.78,16.4,44598
Tucker County,4.6,West Virginia,2016,6926,421.11,2.24,418.87,15.8,42128
Tyler County,7.3,West Virginia,2016,8972,260.69,3.14,257.56,16.1,42429
Upshur County,6,West Virginia,2016,24658,354.86,0.1,354.76,20.2,40509
Wayne County,5.5,West Virginia,2016,40531,512.19,6.4,505.79,21.5,40881
Webster County,7.4,West Virginia,2016,8646,556.15,0.18,555.97,30.0,30578
Wetzel County,7.2,West Virginia,2016,15640,361.37,2.14,359.22,19.5,42679
Wirt County,7.4,West Virginia,2016,5806,234.83,1.85,232.99,18.1,37542
Wood County,4.8,West Virginia,2016,85643,376.94,9.65,367.29,17.2,46737
Wyoming County,7.7,West Virginia,2016,21763,501.82,0.94,500.88,23.9,36018
Adams County,5.3,Wisconsin,2016,20069,688.51,40.78,647.74,13.9,42390
Ashland County,4.8,Wisconsin,2016,15714,2293.73,1249.91,1043.82,14.5,41949
Barron County,3.7,Wisconsin,2016,45412,890.02,27.18,862.84,11.3,49581
Bayfield County,6.3,Wisconsin,2016,14891,2041.53,565.28,1476.25,12.4,50666
Brown County,3.4,Wisconsin,2016,260401,615.42,86.75,528.68,9.8,58449
Buffalo County,3.9,Wisconsin,2016,13099,709.58,25.11,684.47,10.5,52885
Burnett County,5.3,Wisconsin,2016,15213,880.38,58.86,821.52,13.8,48087
Calumet County,2.9,Wisconsin,2016,49553,397.03,77.19,319.84,5.0,72752
Chippewa County,3.5,Wisconsin,2016,63649,1041.32,30.89,1010.43,11.5,54659
Clark County,3.2,Wisconsin,2016,34557,1219.08,3.44,1215.64,13.8,48675
Columbia County,3.2,Wisconsin,2016,56927,795.7,21.91,773.79,8.2,62036
Crawford County,4.1,Wisconsin,2016,16321,599.22,26.53,572.69,14.2,46698
Dane County,2.7,Wisconsin,2016,531273,1238.32,36.42,1201.89,10.9,70815
Dodge County,3.2,Wisconsin,2016,88068,906.99,24.71,882.28,9.8,56949
Door County,4.5,Wisconsin,2016,27587,2369.83,1887.11,482.72,8.3,56298
Douglas County,5,Wisconsin,2016,43509,1479.91,170.78,1309.13,13.6,50340
Dunn County,3.3,Wisconsin,2016,44704,863.91,11.89,852.03,12.5,52181
Eau Claire County,3,Wisconsin,2016,102965,645.28,7.64,637.64,13.1,52209
Florence County,5.6,Wisconsin,2016,4456,497.46,9.43,488.03,12.3,47704
Fond du Lac County,3,Wisconsin,2016,102144,765.8,42.89,722.91,7.7,58920
Forest County,5.4,Wisconsin,2016,9064,1046.4,32.34,1014.05,15.9,42072
Grant County,3.3,Wisconsin,2016,52214,1183.31,35.46,1147.85,16.7,47512
Green County,2.8,Wisconsin,2016,37075,584.56,0.58,583.99,8.2,60846
Green Lake County,4.4,Wisconsin,2016,18719,380.44,26.15,354.28,11.6,50386
Iowa County,2.9,Wisconsin,2016,23654,768.08,5.41,762.67,8.8,58372
Iron County,6.5,Wisconsin,2016,5726,919.24,162.01,757.23,14.4,41597
Jackson County,3.7,Wisconsin,2016,20562,1000.11,12.79,987.32,11.1,51024
Jefferson County,3.7,Wisconsin,2016,84625,582.75,25.73,557.01,9.3,60744
Juneau County,4.4,Wisconsin,2016,26274,804.13,36.53,767.61,14.4,47938
Kenosha County,4.3,Wisconsin,2016,168183,754.31,481.48,272.83,13.0,59622
Kewaunee County,3.2,Wisconsin,2016,20405,1084.52,741.89,342.64,7.6,61074
La Crosse County,3.2,Wisconsin,2016,118122,479.92,27.18,452.74,13.3,55151
Lafayette County,2.8,Wisconsin,2016,16753,634.56,1,633.57,11.7,56074
Langlade County,4.3,Wisconsin,2016,19221,887.88,15.2,872.67,14.2,44522
Lincoln County,3.8,Wisconsin,2016,27902,907.05,23.75,883.3,10.0,54471
Manitowoc County,3.8,Wisconsin,2016,79536,1493.87,902.34,591.53,9.2,53633
Marathon County,3.2,Wisconsin,2016,135603,1576.14,31.18,1544.96,10.4,56223
Marinette County,5,Wisconsin,2016,40491,1550.07,148.32,1401.76,12.4,44265
Marquette County,4.6,Wisconsin,2016,15067,464.42,8.94,455.49,12.0,50032
Menominee County,6.9,Wisconsin,2016,4533,364.99,7.03,357.96,27.2,36562
Milwaukee County,4.7,Wisconsin,2016,951448,1189.7,948.14,241.56,19.8,47666
Monroe County,4,Wisconsin,2016,45623,908.29,7.52,900.77,12.0,56400
Oconto County,3.6,Wisconsin,2016,37430,1149.04,151.07,997.97,9.1,58025
Oneida County,4.3,Wisconsin,2016,35601,1235.88,111.38,1124.5,9.6,50938
Outagamie County,3.2,Wisconsin,2016,184526,644.4,4.06,640.34,8.0,61764
Ozaukee County,3.1,Wisconsin,2016,88314,1116.2,884.26,231.95,5.4,85706
Pepin County,3.3,Wisconsin,2016,7307,248.68,16.4,232.28,11.5,53262
Pierce County,3.8,Wisconsin,2016,41238,591.59,15.1,576.49,8.1,70086
Polk County,4.1,Wisconsin,2016,43481,956.28,39.01,917.27,9.9,53661
Portage County,3.2,Wisconsin,2016,70447,822.76,16.45,806.31,11.5,55064
Price County,4.1,Wisconsin,2016,13517,1278.43,25.87,1252.56,11.1,46414
Racine County,4.5,Wisconsin,2016,195140,791.9,458.81,333.1,13.6,56246
Richland County,3.3,Wisconsin,2016,17476,589.38,3.18,586.2,13.4,50306
Rock County,4,Wisconsin,2016,161620,726.2,5.73,720.47,12.9,51573
Rusk County,4.6,Wisconsin,2016,14127,930.89,17.77,913.13,13.8,43075
Saint Croix County,3.4,Wisconsin,2016,88029,735.81,13.98,721.82,5.6,75619
Sauk County,3.4,Wisconsin,2016,63949,848.43,10.8,837.63,10.1,57647
Sawyer County,5.5,Wisconsin,2016,16369,1350.32,93.9,1256.42,15.2,44180
Shawano County,3.5,Wisconsin,2016,41062,909.33,16.82,892.51,11.9,50203
Sheboygan County,3.2,Wisconsin,2016,115427,1270.97,757.34,513.63,7.1,55594
Taylor County,3.7,Wisconsin,2016,20439,984.49,9.63,974.86,11.8,50963
Trempealeau County,3.1,Wisconsin,2016,29633,741.98,7.9,734.08,8.2,53142
Vernon County,3.3,Wisconsin,2016,30814,816.41,21.54,794.87,16.5,51002
Vilas County,5.2,Wisconsin,2016,21435,1017.85,144.13,873.72,12.6,45902
Walworth County,3.6,Wisconsin,2016,102959,576.5,21.19,555.31,11.2,58904
Washburn County,4.4,Wisconsin,2016,15648,853.06,43.37,809.68,12.7,46989
Washington County,3.1,Wisconsin,2016,134296,435.89,5.07,430.82,5.6,74631
Waukesha County,3.3,Wisconsin,2016,398424,580.48,24.91,555.58,5.2,82080
Waupaca County,3.5,Wisconsin,2016,51533,765.33,14.24,751.09,10.7,52125
Waushara County,4.4,Wisconsin,2016,24162,637.39,11.36,626.03,14.3,47596
Winnebago County,3.3,Wisconsin,2016,169886,578.7,140.12,438.58,11.7,57003
Wood County,4.1,Wisconsin,2016,73107,809.46,16.68,792.78,9.8,52591
Albany County,2.7,Wyoming,2016,38256,4308.79,36.04,4272.75,17.3,47355
Big Horn County,4.2,Wyoming,2016,12005,3158.96,21.97,3136.99,11.4,49725
Campbell County,6,Wyoming,2016,48803,4801.56,4.8,4796.76,8.4,79148
Carbon County,3.8,Wyoming,2016,15618,7964.03,67.89,7896.14,12.1,59103
Converse County,5.3,Wyoming,2016,14191,4265.1,10.38,4254.72,9.0,71517
Crook County,3.7,Wyoming,2016,7464,2870.52,11.93,2858.59,8.3,60953
Fremont County,6,Wyoming,2016,40242,9265.8,83.53,9182.27,16.8,49282
Goshen County,2.8,Wyoming,2016,13390,2232.16,6.84,2225.32,14.6,47715
Hot Springs County,4.2,Wyoming,2016,4679,2006.21,2.32,2003.89,13.6,46024
Johnson County,4.5,Wyoming,2016,8486,4174.71,8.42,4166.28,8.8,56323
Laramie County,3.5,Wyoming,2016,98136,2687.63,1.58,2686.05,10.1,61124
