county,nov_rate,state,year,2016_pop_est,total area sqmi,water area,land area,per_pov,med_income
Santa Rosa County,4.5,Florida,2016,170497,1173.57,156.65,1016.93,10.6,62668
Sarasota County,4.5,Florida,2016,412569,725.18,153.63,571.55,10.8,55088
Seminole County,4.2,Florida,2016,455479,344.87,36.67,308.2,11.4,61253
Sumter County,7,Florida,2016,123996,580.31,34.58,545.73,10.5,56568
Suwannee County,4.8,Florida,2016,43794,691.9,4.26,687.64,20.4,40572
Taylor County,5.3,Florida,2016,22175,1232.01,190.1,1041.91,22.5,40180
Union County,4.3,Florida,2016,15142,249.71,9.42,240.29,24.7,43795
Volusia County,5.1,Florida,2016,529364,1432.44,329.19,1103.25,14.2,45356
Wakulla County,4,Florida,2016,31893,735.74,129.08,606.66,13.1,56158
Walton County,4.3,Florida,2016,65889,1238.03,180.47,1057.56,13.1,54686
Washington County,5,Florida,2016,24569,615.79,35.86,579.93,22.8,34787
Appling County,5.8,Georgia,2016,18428,512.11,3.61,508.51,19.7,37954
Atkinson County,5,Georgia,2016,8273,344.1,6.05,338.04,26.4,33318
Bacon County,4.8,Georgia,2016,11372,285.92,0.97,284.95,22.9,36873
Baker County,7.4,Georgia,2016,3150,349.17,5.95,343.22,27.8,35452
Baldwin County,6.5,Georgia,2016,45144,267.5,9.05,258.45,26.0,40683
Banks County,4.3,Georgia,2016,18397,233.87,0.2,233.67,15.5,43370
Barrow County,4.7,Georgia,2016,77126,162.84,0.67,162.17,12.9,54893
Bartow County,4.8,Georgia,2016,103807,470.11,10.69,459.43,15.1,52497
Ben Hill County,7.4,Georgia,2016,17243,254.03,2.23,251.79,26.4,32644
Berrien County,5.6,Georgia,2016,18993,457.78,5.37,452.41,22.3,39174
Bibb County,5.7,Georgia,2016,152760,255.13,5.17,249.96,26.3,38115
Bleckley County,6.5,Georgia,2016,12970,219.14,1.74,217.39,21.7,41447
Brantley County,6.2,Georgia,2016,18355,447.42,3.02,444.4,20.8,37675
Brooks County,4.6,Georgia,2016,15687,497.77,4.15,493.62,24.9,33676
Bryan County,4.7,Georgia,2016,36230,454.49,12.78,441.71,9.6,77244
Bulloch County,5.4,Georgia,2016,74722,688.84,6.77,682.07,24.0,42083
Burke County,7.1,Georgia,2016,22688,834.99,4.52,830.47,26.7,37410
Butts County,5.1,Georgia,2016,23817,190.01,3.4,186.61,17.0,46141
Calhoun County,5.6,Georgia,2016,6324,283.57,3.39,280.18,33.0,33478
Camden County,5.5,Georgia,2016,53008,782.52,152.61,629.91,15.0,53130
Candler County,4.3,Georgia,2016,10910,248.81,1.94,246.88,25.0,32970
Carroll County,5.5,Georgia,2016,116261,503.83,4.89,498.93,14.9,50598
Catoosa County,4.5,Georgia,2016,66398,162.66,0.44,162.23,12.9,53740
Charlton County,5.1,Georgia,2016,12497,782.97,2.2,780.77,27.2,38948
Chatham County,4.9,Georgia,2016,289082,632.28,194.17,438.11,16.6,52746
Chattahoochee County,8,Georgia,2016,10922,251.17,2.4,248.77,21.5,44097
Chattooga County,5.5,Georgia,2016,24824,313.55,0.23,313.33,20.1,37345
Cherokee County,4,Georgia,2016,241689,433.99,10.31,423.68,7.5,78668
Clarke County,5.8,Georgia,2016,124707,121.28,0.49,120.79,27.9,36692
Clay County,9.4,Georgia,2016,3020,216.99,21.79,195.21,35.2,27648
Clayton County,6.2,Georgia,2016,279462,144.28,1.66,142.62,20.8,44598
Clinch County,5.6,Georgia,2016,6829,824.17,14.88,809.29,26.0,34777
Cobb County,4.4,Georgia,2016,748150,344.51,4.36,340.15,10.0,70950
Coffee County,5.4,Georgia,2016,43012,602.61,3.72,598.9,23.0,38704
Colquitt County,4.7,Georgia,2016,45708,556.55,4.28,552.27,25.0,34931
Columbia County,4.4,Georgia,2016,147450,307.78,17.76,290.01,7.2,74908
Cook County,5,Georgia,2016,17167,233.22,4.2,229.02,25.1,35518
Coweta County,4.6,Georgia,2016,140526,445.98,3.36,442.62,9.9,71114
Crawford County,5.6,Georgia,2016,12322,326.45,1.45,325.01,19.3,44014
Crisp County,5.8,Georgia,2016,22721,281.2,7.38,273.82,30.3,34211
Dade County,4.9,Georgia,2016,16257,174.16,0.18,173.98,15.6,36213
Dawson County,4.3,Georgia,2016,23604,213.93,2.9,211.04,10.2,61229
Decatur County,6,Georgia,2016,26822,623.16,26.36,596.8,29.9,36136
Dekalb County,5.1,Georgia,2016,740321,270.91,2.7,268.21,17.5,56053
Dodge County,6.8,Georgia,2016,20563,503.17,2.88,500.29,25.2,35779
Dooly County,5.4,Georgia,2016,13763,397.07,4.19,392.88,28.5,40591
Dougherty County,6.4,Georgia,2016,90017,334.64,5.04,329.6,30.5,35750
Douglas County,5.2,Georgia,2016,142224,200.26,0.96,199.3,12.9,59665
Early County,6.1,Georgia,2016,10339,516.27,5.04,511.23,31.4,26934
Echols County,4.1,Georgia,2016,3962,420.8,16.67,404.13,23.2,35892
Effingham County,4.6,Georgia,2016,58712,482.82,3.4,479.41,10.3,63776
Elbert County,6.4,Georgia,2016,19143,374.54,5.78,368.76,22.3,37131
Emanuel County,7,Georgia,2016,22635,690.33,4.54,685.79,27.4,32495
Evans County,4.4,Georgia,2016,10670,186.88,1.96,184.92,24.4,34689
Fannin County,4.9,Georgia,2016,24900,391.43,5.69,385.74,14.1,41487
Fayette County,4.4,Georgia,2016,111627,199.25,2.2,197.05,6.0,83145
Floyd County,5.5,Georgia,2016,96560,518.46,5.33,513.13,15.8,46634
Forsyth County,4,Georgia,2016,221009,247.37,21.57,225.8,5.7,101804
Franklin County,5,Georgia,2016,22320,266.37,3.07,263.29,21.4,41543
Fulton County,5.1,Georgia,2016,1023336,534.61,5.95,528.66,16.0,62824
Gilmer County,5.5,Georgia,2016,29733,431.83,5.14,426.69,15.2,46332
Glascock County,5.6,Georgia,2016,3006,144.45,0.31,144.14,18.5,41412
Glynn County,4.9,Georgia,2016,84502,585.17,162.8,422.37,19.1,48691
Gordon County,5.2,Georgia,2016,56904,358.01,2.48,355.54,16.1,45705
Grady County,5.3,Georgia,2016,24808,460.34,2.22,458.12,21.0,40234
Greene County,5.6,Georgia,2016,17003,406.24,17.96,388.28,18.2,47194
Gwinnett County,4.5,Georgia,2016,907135,436.72,3.99,432.73,11.3,67197
Habersham County,4.9,Georgia,2016,44246,279.2,1.03,278.17,15.6,46828
Hall County,4.1,Georgia,2016,196637,429.19,35.53,393.66,13.7,55308
Hancock County,7.5,Georgia,2016,8640,478.76,5.48,473.28,33.5,30616
Haralson County,5.2,Georgia,2016,29042,283.16,1.05,282.11,18.5,43196
Harris County,4.7,Georgia,2016,33652,472.93,9.24,463.69,8.7,70724
Hart County,5.2,Georgia,2016,25553,256.42,24.21,232.21,17.3,41247
Heard County,5.6,Georgia,2016,11487,301.08,5.06,296.03,19.7,41994
Henry County,5.2,Georgia,2016,221768,324.48,1.77,322.71,9.6,67150
Houston County,5.1,Georgia,2016,152122,379.83,3.08,376.75,14.9,61795
Irwin County,6.8,Georgia,2016,9422,362.73,5.92,356.81,23.6,35866
Jackson County,4.1,Georgia,2016,64615,343,0.64,342.36,12.7,55426
Jasper County,4.7,Georgia,2016,13654,373.58,3.16,370.42,16.9,48473
Jeff Davis County,6,Georgia,2016,14877,335.42,2.04,333.38,23.9,35538
Jefferson County,6.8,Georgia,2016,15916,529.56,1.91,527.65,25.2,33680
Jenkins County,6.8,Georgia,2016,8849,352.45,2.64,349.81,34.2,30611
Johnson County,5.9,Georgia,2016,9505,306.52,2.26,304.26,29.4,32201
Jones County,4.5,Georgia,2016,28623,395.39,1.64,393.75,12.3,54155
Lamar County,6.1,Georgia,2016,18469,185.79,0.97,184.82,18.2,44575
Lanier County,5.6,Georgia,2016,10399,199.83,13.01,186.82,22.8,35690
Laurens County,6.3,Georgia,2016,47516,818.51,6.24,812.27,25.6,39037
Lee County,4.3,Georgia,2016,29337,362.01,6.24,355.77,11.2,62972
Liberty County,5.5,Georgia,2016,62570,602.52,83.47,519.05,15.3,44154
Lincoln County,5.4,Georgia,2016,7828,257.28,46.19,211.09,19.1,41494
Long County,5.3,Georgia,2016,18437,403.49,2.57,400.92,18.6,44542
Lowndes County,4.9,Georgia,2016,114628,510.63,6.41,504.22,22.1,41331
Lumpkin County,4.6,Georgia,2016,31445,284.87,0.4,284.47,16.2,47287
Macon County,7.4,Georgia,2016,13450,405.95,2.67,403.28,32.1,31358
Madison County,5.3,Georgia,2016,28824,285.57,1.69,283.88,14.9,47151
Marion County,6.9,Georgia,2016,8524,367.49,0.49,367,23.4,38734
McDuffie County,6.8,Georgia,2016,21490,266.3,6.52,259.77,22.8,39642
McIntosh County,5.4,Georgia,2016,13927,574.53,141.08,433.45,20.6,40788
Meriwether County,6.3,Georgia,2016,21074,505.34,2.06,503.28,21.2,34508
Miller County,4.6,Georgia,2016,5926,283.72,0.68,283.05,23.1,42771
Mitchell County,6,Georgia,2016,22459,513.81,1.85,511.96,29.9,33490
Monroe County,4.9,Georgia,2016,27306,397.8,2.17,395.63,12.2,55626
Montgomery County,7.2,Georgia,2016,9060,247.32,1.99,245.33,22.7,39074
Morgan County,4.8,Georgia,2016,18170,354.6,4.96,349.64,13.1,55347
Murray County,6.7,Georgia,2016,39315,346.88,2.47,344.41,18.1,43203
Muscogee County,6.6,Georgia,2016,197485,221,4.74,216.26,21.5,40895
Newton County,5.6,Georgia,2016,106999,279.19,2.76,276.43,17.5,51167
Oconee County,4.1,Georgia,2016,36838,186.14,0.44,185.7,6.8,88570
Oglethorpe County,5.1,Georgia,2016,14921,442.17,1.06,441.11,15.4,45319
Paulding County,4.3,Georgia,2016,155825,315.06,1.63,313.43,8.6,65480
Peach County,6.2,Georgia,2016,26655,151.46,0.4,151.06,21.4,44330
Pickens County,4.5,Georgia,2016,30832,232.78,0.65,232.13,11.3,57637
Pierce County,5.3,Georgia,2016,19171,343.9,0.65,343.25,17.3,42908
Pike County,5,Georgia,2016,17941,219.43,1.06,218.37,11.7,56901
Polk County,5.5,Georgia,2016,41776,312.13,0.99,311.14,18.6,42470
Pulaski County,5.4,Georgia,2016,11251,249.89,2.47,247.42,25.0,36611
Putnam County,6.5,Georgia,2016,21477,360.63,16.1,344.53,18.4,44785
Quitman County,6.9,Georgia,2016,2335,160.92,9.38,151.54,27.1,30483
Rabun County,5.6,Georgia,2016,16559,376.99,5.94,371.05,17.1,41913
Randolph County,7.6,Georgia,2016,7177,430.89,1.64,429.25,30.5,31662
Richmond County,6.2,Georgia,2016,201647,328.45,4.41,324.04,25.6,41128
Rockdale County,5.5,Georgia,2016,89355,132.13,1.5,130.63,14.7,56689
Schley County,5.9,Georgia,2016,5098,167.82,0.21,167.61,18.5,43396
Screven County,6.7,Georgia,2016,14044,655.59,7.14,648.44,27.6,36414
Seminole County,7.6,Georgia,2016,8468,256.56,18.52,238.04,23.4,34986
Spalding County,6.3,Georgia,2016,64806,199.6,1.65,197.95,22.4,43065
Stephens County,5.7,Georgia,2016,25751,184.23,4.97,179.26,20.8,37920
Stewart County,6.5,Georgia,2016,5705,463.23,4.53,458.7,39.2,24945
Sumter County,7.4,Georgia,2016,30389,492.54,7.26,485.28,28.9,35764
Talbot County,6.3,Georgia,2016,6171,394.74,1.52,393.21,23.5,36482
Taliaferro County,7.4,Georgia,2016,1593,195.47,0.08,195.39,28.8,30133
Tattnall County,4.9,Georgia,2016,25092,488.22,4.53,483.69,29.8,35567
Taylor County,7,Georgia,2016,8232,379.61,2.17,377.44,24.7,31637
Telfair County,9,Georgia,2016,15965,444.08,2.99,441.09,30.8,32327
Terrell County,6.3,Georgia,2016,8967,337.63,2.26,335.37,31.1,34018
Thomas County,6.1,Georgia,2016,45248,552.08,3.78,548.3,21.1,40199
Tift County,5.1,Georgia,2016,40828,268.86,3.81,265.05,22.1,39982
Toombs County,7.2,Georgia,2016,27196,368.64,1.99,366.65,23.4,36765
Towns County,6.2,Georgia,2016,11391,172.01,5.35,166.66,15.1,42439
Treutlen County,7.4,Georgia,2016,6637,202.19,1.53,200.66,27.1,32100
Troup County,4.7,Georgia,2016,70005,445.96,32.06,413.9,20.3,42955
Turner County,6.3,Georgia,2016,8030,289.85,3.83,286.03,30.4,31969
Twiggs County,7.7,Georgia,2016,8171,362.95,2.66,360.29,23.5,38507
Union County,4.3,Georgia,2016,22928,329.02,6.47,322.55,15.4,47948
Upson County,6.3,Georgia,2016,26335,327.64,2.15,325.48,19.8,34039
Walker County,5,Georgia,2016,67896,447.03,0.45,446.58,18.6,40814
Walton County,4.8,Georgia,2016,90184,330.05,0.87,329.18,12.8,55267
Ware County,5.1,Georgia,2016,35738,906.31,4.02,902.29,25.5,34643
Warren County,6.6,Georgia,2016,5442,286.74,1.22,285.52,28.2,36789
Washington County,6.2,Georgia,2016,20457,684.37,4.03,680.34,26.9,35542
Wayne County,6.4,Georgia,2016,30104,648.8,4.13,644.66,22.2,42017
Webster County,8,Georgia,2016,2599,210.26,0.72,209.54,20.8,36329
Wheeler County,9.1,Georgia,2016,7978,300.14,2.42,297.72,39.1,29532
White County,4.2,Georgia,2016,28884,242.16,0.58,241.58,14.3,44980
Whitfield County,5.5,Georgia,2016,104589,290.65,0.66,289.99,16.1,46796
Wilcox County,6.5,Georgia,2016,8761,383.3,3,380.3,31.0,33858
Wilkes County,6.3,Georgia,2016,9805,474,2.62,471.37,22.9,33735
Wilkinson County,6.2,Georgia,2016,9104,452.01,5.45,446.56,20.9,47309
Worth County,5.5,Georgia,2016,20748,574.58,4.86,569.73,21.1,40122
Hawaii County,3.5,Hawaii,2016,198449,5086.7,1058.69,4028.02,15.4,54684
Honolulu County,2.7,Hawaii,2016,992605,2126.85,1527.08,599.77,8.5,80012
Kauai County,3.2,Hawaii,2016,72029,1266.37,643.93,622.44,8.1,63164
Maui County,3.1,Hawaii,2016,165386,2398.74,1239.54,1159.2,9.5,69699
Ada County,3.4,Idaho,2016,444028,1060.33,5.34,1054.99,10.8,61571
Adams County,6,Idaho,2016,3900,1370,5.43,1364.58,15.0,42310
Bannock County,3.4,Idaho,2016,84377,1147.46,34.16,1113.3,16.8,48453
Bear Lake County,4,Idaho,2016,5945,1049.44,78.05,971.38,13.9,45875
Benewah County,6,Idaho,2016,9092,783.98,7.91,776.07,18.0,45285
Bingham County,3.4,Idaho,2016,45201,2120.24,25.51,2094.73,13.8,51586
Blaine County,3.3,Idaho,2016,21791,2661.02,16.24,2644.78,9.8,66210
Boise County,4.9,Idaho,2016,7124,1906.76,4.3,1902.46,13.6,50123
Bonner County,5.3,Idaho,2016,42536,1919.59,181.92,1737.67,15.4,48097
Bonneville County,3.1,Idaho,2016,112232,1900.65,32.18,1868.48,11.7,59293
Boundary County,5.1,Idaho,2016,11681,1278.21,9.4,1268.81,17.0,42725
Butte County,4.2,Idaho,2016,2501,2233.59,0.74,2232.85,18.2,41706
Camas County,3.3,Idaho,2016,1072,1079.02,4.06,1074.96,9.9,49153
Canyon County,4.1,Idaho,2016,211698,603.51,13.79,589.72,15.1,48461
Caribou County,3.7,Idaho,2016,6887,1798.62,32.61,1766.01,11.3,55152
Cassia County,2.8,Idaho,2016,23504,2580.31,13.86,2566.45,14.2,48983
Clark County,4.9,Idaho,2016,860,1765.21,0.58,1764.63,16.4,42050
Clearwater County,7.4,Idaho,2016,8497,2488.1,26.7,2461.4,15.8,43626
Custer County,5.3,Idaho,2016,4096,4936.79,11.34,4925.45,15.7,45591
Elmore County,4,Idaho,2016,26018,3100.51,22.93,3077.57,13.9,45003
Franklin County,3.1,Idaho,2016,13406,668.36,2.92,665.43,9.3,54427
Fremont County,3,Idaho,2016,12943,1895.59,28.84,1866.76,16.5,46465
Gem County,4.2,Idaho,2016,17184,565.75,3.17,562.58,17.9,42027
Gooding County,2.7,Idaho,2016,15185,733.84,3.06,730.78,13.8,46948
Idaho County,5.6,Idaho,2016,16156,8502.48,17.59,8484.88,16.2,42049
Jefferson County,3,Idaho,2016,27839,1105.55,10.47,1095.08,10.4,61156
Jerome County,3.1,Idaho,2016,22994,601.87,2.03,599.84,16.0,48590
Kootenai County,4.5,Idaho,2016,154311,1315.69,70.57,1245.12,14.5,52019
Latah County,2.8,Idaho,2016,39196,1076.89,0.24,1076.65,17.6,43767
Lemhi County,5.8,Idaho,2016,7723,4569.5,5.35,4564.16,17.7,39934
Lewis County,5.9,Idaho,2016,3853,479.81,0.77,479.04,16.0,41092
Lincoln County,3.9,Idaho,2016,5271,1205.86,0.33,1205.53,12.8,47754
Madison County,2.2,Idaho,2016,39048,473.36,1.84,471.52,24.1,41199
Minidoka County,3,Idaho,2016,20616,762.98,3.36,759.62,15.8,48903
Nez Perce County,3.2,Idaho,2016,40369,856.36,7.28,849.08,14.9,50030
Oneida County,3.7,Idaho,2016,4343,1201.61,1.28,1200.33,13.1,46596
Owyhee County,4.5,Idaho,2016,11389,7696.71,18.72,7677.98,17.3,35866
Payette County,4.2,Idaho,2016,23026,410.19,2.67,407.52,15.9,46595
Power County,3.3,Idaho,2016,7654,1442.6,37.03,1405.57,15.7,45933
Shoshone County,7.2,Idaho,2016,12452,2635.5,1.59,2633.91,18.9,39285
Teton County,4.7,Idaho,2016,10960,450.57,0.21,450.36,9.7,60745
Twin Falls County,3.2,Idaho,2016,83514,1928.47,3.44,1925.03,14.5,49415
Valley County,6,Idaho,2016,10496,3733.66,55.84,3677.82,9.6,58738
Washington County,5,Idaho,2016,10172,1473.54,17.23,1456.32,15.1,41647
Adams County,4.4,Illinois,2016,66578,871.28,14.64,856.63,12.8,51130
Alexander County,8.4,Illinois,2016,6478,252.54,16.16,236.38,29.0,33344
Bond County,4.5,Illinois,2016,16824,382.67,2.46,380.2,13.6,53631
Boone County,5.5,Illinois,2016,53503,281.94,0.68,281.27,9.6,62081
Brown County,3.2,Illinois,2016,6762,307.24,1.59,305.65,16.7,51826
Bureau County,5.3,Illinois,2016,33359,873.3,4.74,868.56,11.5,53410
Calhoun County,5.5,Illinois,2016,4894,283.69,29.87,253.82,12.2,50952
Carroll County,4.9,Illinois,2016,14539,465.77,21.56,444.21,12.6,50330
Cass County,5.6,Illinois,2016,12676,383.73,7.83,375.9,13.7,47511
Champaign County,4.7,Illinois,2016,208419,997.53,0.73,996.81,18.9,51032
Christian County,6.2,Illinois,2016,33309,715.71,6.65,709.06,12.7,49324
Clark County,5.2,Illinois,2016,15938,504.88,3.38,501.5,12.0,49937
Clay County,5.7,Illinois,2016,13300,469.84,0.59,469.25,16.0,43478
Clinton County,4,Illinois,2016,37729,503.48,29.25,474.23,9.3,61013
Coles County,5.3,Illinois,2016,52343,510.07,1.78,508.29,19.3,42066
Cook County,5.5,Illinois,2016,5203499,1635.04,689.36,945.68,15.0,60025
Crawford County,6,Illinois,2016,19308,445.74,2.2,443.53,14.4,46374
Cumberland County,4.8,Illinois,2016,10858,347,0.98,346.02,12.4,49733
De Witt County,5.2,Illinois,2016,16226,405.15,7.58,397.58,10.6,54926
Dekalb County,4.8,Illinois,2016,104528,634.97,0.81,634.16,15.8,59586
Douglas County,4.3,Illinois,2016,19630,417.42,0.56,416.86,9.8,55891
Du Page County,4.3,Illinois,2016,929368,336.55,2.95,333.61,7.0,84999
Edgar County,6.1,Illinois,2016,17566,624.18,0.63,623.55,13.6,47062
Edwards County,4.9,Illinois,2016,6523,222.66,0.31,222.35,11.1,48884
Effingham County,4.1,Illinois,2016,34386,479.9,1.2,478.7,10.9,51809
Fayette County,6.2,Illinois,2016,21789,725.36,8.87,716.49,15.2,46290
Ford County,4.9,Illinois,2016,13575,486.42,0.52,485.9,11.2,51861
Franklin County,7.3,Illinois,2016,39156,431.4,19.32,412.08,21.5,40246
Fulton County,6.6,Illinois,2016,35536,882.59,16.97,865.62,14.7,49503
Gallatin County,6.4,Illinois,2016,5212,328.41,4.68,323.73,20.5,39634
Greene County,5.3,Illinois,2016,13093,546.34,3.25,543.09,15.1,44378
Grundy County,5.6,Illinois,2016,50437,430.42,10.52,419.9,7.9,71969
Hamilton County,5.4,Illinois,2016,8061,435.84,0.67,435.16,14.4,47855
Hancock County,5.8,Illinois,2016,18508,814.54,19.92,794.62,12.0,51721
Hardin County,9,Illinois,2016,4024,181.53,3.2,178.33,21.9,39143
Henderson County,5.1,Illinois,2016,6869,395.12,16.31,378.81,11.7,47792
Henry County,5.7,Illinois,2016,49280,825.6,2.38,823.21,11.5,55287
Iroquois County,5,Illinois,2016,28334,1118.03,1.6,1116.43,13.3,47589
Jackson County,4.9,Illinois,2016,58870,602.53,14.4,588.12,23.4,34982
Jasper County,5.9,Illinois,2016,9536,498.02,3.62,494.4,10.7,51120
Jefferson County,5.9,Illinois,2016,38460,583.71,12.76,570.96,15.8,45746
Jersey County,5.2,Illinois,2016,22025,377.02,7.86,369.16,11.2,57243
Jo Daviess County,4.5,Illinois,2016,21770,618.72,17.64,601.08,9.9,54169
Johnson County,8,Illinois,2016,12902,348.88,4.25,344.63,14.4,48359
Kane County,4.9,Illinois,2016,531715,524.08,3.64,520.44,10.5,73684
Kankakee County,5.8,Illinois,2016,110008,681.44,4.7,676.75,14.2,54624
Kendall County,4.6,Illinois,2016,124695,322.67,2.09,320.58,4.6,91952
Knox County,5.5,Illinois,2016,50938,719.7,3.42,716.28,17.1,43277
La Salle County,5.8,Illinois,2016,110642,1367.95,920.39,447.56,13.3,56543
Lake County,4.7,Illinois,2016,703047,1148.04,13.12,1134.92,8.7,83344
Lawrence County,7,Illinois,2016,16377,373.94,1.96,371.98,18.6,44774
Lee County,4.5,Illinois,2016,34251,729.29,3.92,725.36,13.3,55563
Livingston County,4.9,Illinois,2016,36526,1045.43,1.67,1043.76,14.3,54339
Logan County,4.8,Illinois,2016,29527,619.01,0.87,618.14,13.7,53052
Macon County,6,Illinois,2016,106550,585.38,4.86,580.52,17.3,47786
Macoupin County,5.1,Illinois,2016,45908,867.61,4.04,863.57,13.3,52483
Madison County,5.1,Illinois,2016,265759,740.35,15.33,725.02,13.3,56297
Marion County,5.8,Illinois,2016,38140,575.71,3.44,572.26,15.8,45698
Marshall County,5.8,Illinois,2016,11939,398.52,12.45,386.06,9.8,54807
Mason County,6.4,Illinois,2016,13507,563.37,24.43,538.94,15.1,46962
Massac County,6.4,Illinois,2016,14658,242.12,3.06,239.05,20.6,42833
McDonough County,5.1,Illinois,2016,30996,590.02,0.75,589.27,20.2,44460
McHenry County,4.6,Illinois,2016,307004,611.13,7.62,603.51,7.3,81570
McLean County,4.6,Illinois,2016,172418,1186.29,2.76,1183.53,12.6,64271
Menard County,4.2,Illinois,2016,12516,315.37,1.13,314.25,9.7,62966
Mercer County,5.1,Illinois,2016,15730,568.88,7.86,561.02,10.2,56661
Monroe County,3.6,Illinois,2016,34068,397.71,9.42,388.29,4.8,83139
Montgomery County,6.3,Illinois,2016,28952,709.75,5.96,703.8,16.0,46997
Morgan County,4.5,Illinois,2016,34277,572.26,3.51,568.76,15.7,48600
Moultrie County,4.2,Illinois,2016,14827,344.47,8.87,335.6,10.0,57447
Ogle County,5,Illinois,2016,51273,763.27,4.43,758.83,10.2,58812
Peoria County,6.2,Illinois,2016,185006,630.89,11.36,619.52,15.2,52380
Perry County,6.6,Illinois,2016,21357,446.81,5.85,440.96,15.6,48423
Piatt County,4.6,Illinois,2016,16560,440.33,0.31,440.02,6.8,65797
Pike County,4.7,Illinois,2016,15950,848.87,18.57,830.3,16.4,41671
Pope County,6.5,Illinois,2016,4157,374.64,3.77,370.86,18.2,42917
Pulaski County,7.9,Illinois,2016,5619,203.33,2.55,200.79,21.1,35875
Putnam County,4.8,Illinois,2016,5611,172.24,12.45,159.8,8.0,65902
Randolph County,4.4,Illinois,2016,32621,597.26,18.84,578.42,13.7,50681
