county,nov_rate,state,year,2012_pop_est,total area sqmi,water area,land area,per_pov,med_income
Lawrence County,5.9,Missouri,2012,38380,613.38,0.3,613.08,19.6,35385
Lewis County,4.9,Missouri,2012,10159,510.85,5.85,505.01,16.1,41204
Lincoln County,7,Missouri,2012,53348,640.41,9.92,630.49,12.3,53542
Linn County,8.5,Missouri,2012,12481,621.46,1.11,620.35,15.9,36602
Livingston County,5.5,Missouri,2012,15055,538.48,3.95,534.52,17.2,39399
Macon County,6,Missouri,2012,15552,812.53,8.76,803.77,17.2,36801
Madison County,7.1,Missouri,2012,12464,497.6,0.87,496.73,19.4,33280
Maries County,6,Missouri,2012,9053,529.97,2.25,527.73,16.0,41258
Marion County,5.4,Missouri,2012,28806,444.05,5.97,438.07,17.5,40726
McDonald County,6,Missouri,2012,22931,539.7,0.19,539.51,24.7,32618
Mercer County,4.5,Missouri,2012,3719,455.18,1,454.18,15.6,38007
Miller County,8.1,Missouri,2012,24716,599.94,7.69,592.26,20.9,36070
Mississippi County,7.9,Missouri,2012,14298,428.91,15.75,413.16,27.0,28412
Moniteau County,6.1,Missouri,2012,15673,418.85,2.33,416.52,13.3,42684
Monroe County,7.2,Missouri,2012,8677,670.23,24.24,645.98,16.8,39286
Montgomery County,7,Missouri,2012,12021,540.34,2.88,537.46,17.5,39493
Morgan County,9.1,Missouri,2012,20136,613.89,16.48,597.41,22.2,33618
New Madrid County,7.4,Missouri,2012,18493,698.02,20.01,678.01,25.9,34544
Newton County,5.3,Missouri,2012,59071,626.66,0.24,626.42,16.6,41623
Nodaway County,4.6,Missouri,2012,23377,877.75,1.13,876.62,20.8,40296
Oregon County,7.3,Missouri,2012,11007,791.59,0.18,791.4,27.7,28146
Osage County,4.3,Missouri,2012,13864,613.41,7.3,606.11,11.1,49989
Ozark County,9.5,Missouri,2012,9612,755.07,12.92,742.15,25.2,31430
Pemiscot County,8.8,Missouri,2012,18106,512.41,19.33,493.08,30.7,30295
Perry County,4.5,Missouri,2012,19042,484.28,9.61,474.67,11.4,47227
Pettis County,6,Missouri,2012,42280,686.34,1.52,684.82,17.4,37255
Phelps County,6.2,Missouri,2012,45201,674.28,1.43,672.85,20.3,38999
Pike County,5.8,Missouri,2012,18530,684.81,11.99,672.82,19.0,38919
Platte County,4.8,Missouri,2012,92153,427.22,6.89,420.33,7.0,67299
Polk County,6.8,Missouri,2012,31078,642.46,5.26,637.2,22.3,37677
Pulaski County,7.5,Missouri,2012,53412,551.41,4.39,547.02,15.5,46579
Putnam County,5.9,Missouri,2012,4941,519.66,1.76,517.9,18.5,35217
Ralls County,5.7,Missouri,2012,10265,483.82,12.82,471,11.3,47429
Randolph County,7.4,Missouri,2012,25313,487.65,5.33,482.32,19.5,38882
Ray County,7,Missouri,2012,23063,573.57,4.11,569.47,11.3,48680
Reynolds County,10,Missouri,2012,6663,814.41,3.21,811.2,26.7,30093
Ripley County,9.1,Missouri,2012,14043,631.66,2.2,629.47,27.4,29942
Saint Charles County,4.9,Missouri,2012,369102,592.35,31.93,560.42,7.1,70456
Saint Clair County,7.1,Missouri,2012,9522,701.9,25.25,676.66,24.7,31503
Saint Francois County,8,Missouri,2012,65856,452.4,2.94,449.46,21.1,35883
Saint Louis City,7.7,Missouri,2012,319085,66.15,4.23,61.92,29.3,32084
Saint Louis County,5.8,Missouri,2012,1000530,523.69,15.89,507.81,12.1,56409
Sainte Genevieve County,6.3,Missouri,2012,17859,508.94,6.55,502.39,11.8,48977
Saline County,5.6,Missouri,2012,23473,764.59,9.04,755.55,17.7,38788
Schuyler County,6.9,Missouri,2012,4390,308.16,0.29,307.87,21.3,31833
Scotland County,4.3,Missouri,2012,4889,439.25,0.79,438.47,18.1,35365
Scott County,6.4,Missouri,2012,39138,426.04,5.03,421.01,20.5,38105
Shannon County,10.4,Missouri,2012,8324,1003.99,0.15,1003.83,25.6,27750
Shelby County,4.8,Missouri,2012,6238,502.43,1.49,500.93,16.7,38301
Stoddard County,7.8,Missouri,2012,29843,828.94,1.82,827.12,16.3,38194
Stone County,8.5,Missouri,2012,31619,510.91,47.68,463.22,17.4,39726
Sullivan County,5.8,Missouri,2012,6559,651.43,0.48,650.95,18.3,37056
Taney County,8,Missouri,2012,52939,651.48,19.12,632.36,19.9,35613
Texas County,7.7,Missouri,2012,25757,1179.24,0.7,1178.54,26.4,32116
Vernon County,5.4,Missouri,2012,20783,837.04,3.09,833.95,18.8,38242
Warren County,6.4,Missouri,2012,32791,437.74,6.43,431.31,13.3,49068
Washington County,9.5,Missouri,2012,25108,762.46,2.87,759.59,23.2,33397
Wayne County,8.5,Missouri,2012,13378,774.09,13.05,761.03,27.0,30729
Webster County,6.4,Missouri,2012,36343,593.69,0.37,593.32,17.5,42285
Worth County,3.6,Missouri,2012,2084,266.75,0.23,266.52,16.0,35127
Wright County,8.4,Missouri,2012,18620,683.18,1.05,682.13,25.6,30349
Beaverhead County,4.7,Montana,2012,9353,5572.04,29.73,5542.31,17.2,38381
Big Horn County,10.3,Montana,2012,13003,5014.65,19.84,4994.81,27.8,36322
Blaine County,5.9,Montana,2012,6650,4238.92,12.74,4226.18,23.5,36250
Broadwater County,6.6,Montana,2012,5742,1238.94,47.59,1191.35,12.3,45833
Carbon County,4.2,Montana,2012,10122,2062.19,14.2,2047.99,11.8,43641
Carter County,2.9,Montana,2012,1175,3348.29,8.73,3339.57,16.8,35707
Cascade County,5,Montana,2012,81767,2711.65,13.75,2697.9,18.1,42192
Chouteau County,3.4,Montana,2012,5933,3997,23.76,3973.24,17.6,39833
Custer County,3,Montana,2012,11836,3793.22,10.09,3783.13,15.5,41059
Daniels County,3.6,Montana,2012,1785,1426.52,0.43,1426.09,10.1,47421
Dawson County,2.8,Montana,2012,9252,2383.13,9.99,2373.14,12.4,47120
Deer Lodge County,5.7,Montana,2012,9224,741.16,4.19,736.98,20.3,36125
Fallon County,1.9,Montana,2012,3026,1623.02,2.69,1620.33,8.6,50108
Fergus County,4.9,Montana,2012,11450,4350.36,11.2,4339.17,14.1,40114
Flathead County,8.7,Montana,2012,91617,5256.45,158.11,5098.34,14.3,45742
Gallatin County,5.1,Montana,2012,92595,2631.84,26,2605.84,13.3,51394
Garfield County,3,Montana,2012,1263,4847.54,179.48,4668.06,16.0,34414
Glacier County,10.7,Montana,2012,13663,3037.11,42.39,2994.72,30.4,34508
Golden Valley County,3.9,Montana,2012,844,1176.4,1.1,1175.3,19.6,33550
Granite County,7.8,Montana,2012,3108,1733.11,5.67,1727.44,16.1,39713
Hill County,5.4,Montana,2012,16430,2916.05,19.69,2896.36,17.0,41194
Jefferson County,5,Montana,2012,11395,1658.83,2.19,1656.64,9.7,59105
Judith Basin County,5.1,Montana,2012,2024,1870.71,0.86,1869.85,15.1,38878
Lake County,7.1,Montana,2012,29036,1653.72,159.95,1493.77,23.9,33021
Lewis and Clark County,4.3,Montana,2012,64859,3497.56,36.6,3460.96,11.2,54096
Liberty County,3.3,Montana,2012,2397,1447.19,17.44,1429.76,20.7,35414
Lincoln County,12,Montana,2012,19483,3675.11,62.44,3612.67,20.7,34764
Madison County,6.5,Montana,2012,7718,3602.85,16.31,3586.54,16.4,38345
McCone County,2.2,Montana,2012,1699,2682.77,40.25,2642.53,12.8,41367
Meagher County,5.3,Montana,2012,1903,2394.83,3.02,2391.82,19.1,32643
Mineral County,11,Montana,2012,4173,1223.38,3.56,1219.82,17.8,33935
Missoula County,5.2,Montana,2012,111092,2618.34,20.37,2597.97,15.1,44320
Musselshell County,4.8,Montana,2012,4679,1870.91,3.76,1867.15,18.7,39474
Park County,7.5,Montana,2012,15587,2813.59,11.18,2802.41,12.9,40399
Petroleum County,4.1,Montana,2012,508,1674.01,20.11,1653.9,19.2,33613
Phillips County,4.9,Montana,2012,4123,5212.17,72.6,5139.57,16.1,38913
Pondera County,4.3,Montana,2012,6182,1639.85,15.16,1624.7,19.9,37441
Powder River County,2.8,Montana,2012,1763,3297.94,0.76,3297.18,12.0,40396
Powell County,6,Montana,2012,7088,2332.68,6.74,2325.94,21.1,37323
Prairie County,3.2,Montana,2012,1155,1742.56,6,1736.55,14.4,35991
Ravalli County,7,Montana,2012,40622,2400.32,6.11,2394.21,16.3,38445
Richland County,2.5,Montana,2012,10801,2103.02,18.93,2084.09,9.5,56492
Roosevelt County,5.7,Montana,2012,10889,2369.65,14.05,2355.6,26.4,34278
Rosebud County,6,Montana,2012,9379,5026.94,14.57,5012.37,18.5,49212
Sanders County,10.7,Montana,2012,11376,2790.03,27.86,2762.17,24.3,33598
Sheridan County,2.8,Montana,2012,3579,1706.3,29.73,1676.58,9.2,47842
Silver Bow County,5.6,Montana,2012,34470,718.97,0.66,718.31,18.7,39835
Stillwater County,3.9,Montana,2012,9209,1804.61,9.52,1795.09,10.5,54994
Sweet Grass County,3.8,Montana,2012,3596,1862,6.92,1855.08,12.5,43193
Teton County,4.4,Montana,2012,6072,2292.58,19.97,2272.61,15.1,41236
Toole County,4.4,Montana,2012,5235,1945.86,34.91,1910.95,16.6,42057
Treasure County,4.7,Montana,2012,732,984.11,5.24,978.86,12.4,43082
Valley County,3.5,Montana,2012,7493,5061.98,140.98,4921,15.0,41694
Wheatland County,5.5,Montana,2012,2099,1428.29,5.19,1423.09,19.7,30385
Wibaux County,2.6,Montana,2012,1055,890.09,0.78,889.31,10.9,38892
Yellowstone County,4,Montana,2012,151887,2649.05,13.9,2635.15,12.7,49405
Adams County,3.2,Nebraska,2012,31390,564.16,0.76,563.41,12.5,46902
Antelope County,3,Nebraska,2012,6528,858.43,1.37,857.06,13.7,45135
Arthur County,6.7,Nebraska,2012,481,718.32,2.95,715.37,12.8,37847
Banner County,4.7,Nebraska,2012,764,746.37,0.15,746.22,12.8,46509
Blaine County,4.3,Nebraska,2012,513,714.34,3.59,710.74,19.1,36945
Boone County,3,Nebraska,2012,5415,687.25,0.56,686.69,9.3,50722
Box Butte County,3.7,Nebraska,2012,11276,1077.84,2.54,1075.29,13.7,53635
Boyd County,3.6,Nebraska,2012,2064,544.59,4.54,540.05,14.3,37835
Brown County,3.5,Nebraska,2012,3025,1225.08,3.8,1221.28,13.4,38907
Buffalo County,2.8,Nebraska,2012,47626,975.27,7.28,967.99,12.1,51959
Burt County,3.8,Nebraska,2012,6684,497.1,4.33,492.77,9.7,46553
Butler County,2.8,Nebraska,2012,8309,584.41,0.82,583.59,10.3,49880
Cass County,4,Nebraska,2012,25156,566.21,7.03,559.18,7.9,59962
Cedar County,2.6,Nebraska,2012,8763,745.81,5.59,740.23,9.8,52102
Chase County,2.2,Nebraska,2012,4036,897.63,3.14,894.5,11.3,47787
Cherry County,2.6,Nebraska,2012,5729,6009.54,49.02,5960.52,14.5,42043
Cheyenne County,2.5,Nebraska,2012,10062,1196.45,0.11,1196.34,10.4,50466
Clay County,2.9,Nebraska,2012,6409,573.53,0.49,573.03,11.1,48370
Colfax County,3.2,Nebraska,2012,10559,418.58,5.44,413.14,11.8,47756
Cuming County,2.5,Nebraska,2012,9098,574.54,2.54,572,11.1,48122
Custer County,2.5,Nebraska,2012,10788,2576.08,0.37,2575.71,10.8,43425
Dakota County,5.1,Nebraska,2012,20795,267.39,3.6,263.8,14.4,46582
Dawes County,3.3,Nebraska,2012,9179,1400.86,4.62,1396.24,18.9,38196
Dawson County,4,Nebraska,2012,24064,1019.3,6.37,1012.92,13.1,46818
Deuel County,3.1,Nebraska,2012,1972,440.79,0.9,439.89,12.4,42152
Dixon County,3.2,Nebraska,2012,5908,482.72,6.33,476.39,11.4,46124
Dodge County,4,Nebraska,2012,36648,543.92,9.53,534.39,12.4,47367
Douglas County,3.9,Nebraska,2012,531307,339.6,8.62,330.98,15.1,51189
Dundy County,2.7,Nebraska,2012,1994,920.79,0.93,919.86,14.0,40294
Fillmore County,2.8,Nebraska,2012,5731,576.62,0.16,576.46,9.8,48438
Franklin County,3,Nebraska,2012,3189,576.11,0.19,575.92,13.7,43406
Frontier County,3,Nebraska,2012,2735,980.06,5.51,974.55,12.7,47799
Furnas County,3.5,Nebraska,2012,4899,720.51,2.42,718.09,13.4,42517
Gage County,4.5,Nebraska,2012,21745,859.94,4.65,855.29,11.8,45588
Garden County,2.8,Nebraska,2012,1969,1731,26.6,1704.4,15.5,38142
Garfield County,2.6,Nebraska,2012,1984,571.34,1.31,570.03,14.5,37292
Gosper County,2.5,Nebraska,2012,2032,462.74,4.57,458.18,9.0,50931
Grant County,2.8,Nebraska,2012,616,783.23,7,776.22,11.4,44298
Greeley County,3.2,Nebraska,2012,2455,570.71,0.85,569.85,13.2,40744
Hall County,4.1,Nebraska,2012,60301,552.22,5.83,546.4,15.9,46641
Hamilton County,3,Nebraska,2012,9023,546.77,3.09,543.68,8.7,58433
Harlan County,3.1,Nebraska,2012,3419,574.18,21.4,552.78,12.1,43882
Hayes County,3.3,Nebraska,2012,942,713.33,0.22,713.11,15.3,43003
Hitchcock County,4.2,Nebraska,2012,2883,718.57,8.54,710.03,15.1,42059
Holt County,2.9,Nebraska,2012,10404,2417.65,4.99,2412.66,13.3,43861
Hooker County,7,Nebraska,2012,712,721.51,0.34,721.17,8.8,39140
Howard County,3.6,Nebraska,2012,6302,575.74,6.27,569.47,10.0,50518
Jefferson County,3.7,Nebraska,2012,7533,575.5,2.48,573.01,12.5,42186
Johnson County,3.7,Nebraska,2012,5169,376.82,0.69,376.13,15.3,42970
Kearney County,2.3,Nebraska,2012,6518,516.13,0.11,516.03,8.9,55422
Keith County,3.6,Nebraska,2012,8210,1109.77,48.51,1061.26,13.1,41303
Keya Paha County,2.6,Nebraska,2012,798,774.17,0.89,773.29,18.7,39179
Kimball County,3,Nebraska,2012,3779,952.31,0.58,951.72,12.6,42545
Knox County,2.8,Nebraska,2012,8592,1139.65,31.53,1108.12,11.9,45180
Lancaster County,3.1,Nebraska,2012,293606,846.71,7.83,838.88,13.5,50478
Lincoln County,3.4,Nebraska,2012,36000,2575.1,11.12,2563.98,11.9,48141
Logan County,3,Nebraska,2012,774,571.15,0.46,570.68,11.2,49227
Loup County,3.9,Nebraska,2012,599,571.02,1.31,569.71,16.7,39143
Madison County,3.1,Nebraska,2012,35131,575.05,2.49,572.57,12.5,45822
McPherson County,3.3,Nebraska,2012,503,860.02,1.04,858.98,13.6,41244
Merrick County,3.5,Nebraska,2012,7802,494.72,9.85,484.88,11.0,47236
Morrill County,3.1,Nebraska,2012,4873,1429.81,6.06,1423.75,15.7,43513
Nance County,3.3,Nebraska,2012,3708,448.04,6.73,441.32,12.6,44501
Nemaha County,3.5,Nebraska,2012,7193,411.89,2.58,409.3,13.7,45033
Nuckolls County,2.8,Nebraska,2012,4427,575.96,0.66,575.3,13.3,41892
Otoe County,3.7,Nebraska,2012,15763,619.09,3.4,615.69,10.1,50907
Pawnee County,2.7,Nebraska,2012,2776,432.95,1.38,431.57,13.9,39684
Perkins County,2.2,Nebraska,2012,2937,884.27,1.1,883.18,10.3,52339
Phelps County,2.4,Nebraska,2012,9229,540.6,0.64,539.97,10.4,50879
Pierce County,2.7,Nebraska,2012,7169,575.27,1.34,573.93,9.1,50194
Platte County,3.2,Nebraska,2012,32602,689.08,11.01,678.07,8.9,55607
Polk County,3.1,Nebraska,2012,5287,440.72,1.88,438.84,8.5,54850
Red Willow County,2.8,Nebraska,2012,11013,718.06,1.4,716.65,11.7,44591
Richardson County,4.4,Nebraska,2012,8302,555.95,2.7,553.26,15.9,39760
Rock County,2.5,Nebraska,2012,1375,1011.85,3.4,1008.46,16.3,40764
Saline County,3.6,Nebraska,2012,14474,576.06,0.73,575.34,10.8,48762
Sarpy County,3.4,Nebraska,2012,165886,247.28,6.76,240.52,7.7,68118
Saunders County,3.5,Nebraska,2012,20832,758.82,4.92,753.9,8.4,59831
Scotts Bluff County,4.1,Nebraska,2012,36921,745.5,6.22,739.27,16.0,43554
Seward County,3,Nebraska,2012,16981,575.73,0.97,574.75,7.9,60642
Sheridan County,2.9,Nebraska,2012,5350,2469.99,28.95,2441.04,16.2,44613
Sherman County,3.2,Nebraska,2012,3125,571.63,5.78,565.84,12.9,42043
Sioux County,3.8,Nebraska,2012,1322,2067.32,0.73,2066.59,13.2,45099
Stanton County,2.8,Nebraska,2012,6105,431.06,1.23,429.83,8.9,54152
Thayer County,2.7,Nebraska,2012,5156,575.3,0.75,574.55,11.4,45023
Thomas County,3.1,Nebraska,2012,692,713.65,0.79,712.86,16.7,39612
Thurston County,7.7,Nebraska,2012,6917,396.25,2.44,393.81,24.2,40266
Valley County,2.5,Nebraska,2012,4231,570.51,2.41,568.11,14.0,41737
Washington County,3.2,Nebraska,2012,20293,393.76,3.27,390.49,7.4,63817
Wayne County,2.7,Nebraska,2012,9513,443.48,0.05,443.43,12.2,47240
Webster County,3.3,Nebraska,2012,3753,575.02,0.13,574.89,12.2,40250
Wheeler County,3,Nebraska,2012,795,575.57,0.41,575.17,13.2,39980
York County,3.3,Nebraska,2012,13828,576.02,0.36,575.66,10.1,50110
Carson City,10.9,Nevada,2012,54540,155.66,12.31,143.35,15.9,48227
Churchill County,10.5,Nevada,2012,24333,5023.38,94.3,4929.08,14.9,49463
Clark County,10.4,Nevada,2012,1995815,8090.66,180.32,7910.34,16.4,49583
Douglas County,10.6,Nevada,2012,46973,737.65,27.8,709.85,9.9,60869
Elko County,5.8,Nevada,2012,51070,17202.94,23.91,17179.03,8.9,68759
Esmeralda County,5.4,Nevada,2012,770,3589,0.5,3588.5,14.1,40517
Eureka County,5.1,Nevada,2012,1996,4179.96,4.28,4175.68,8.6,62864
Humboldt County,6.1,Nevada,2012,17068,9657.87,9.96,9647.91,10.7,63772
Lander County,7.3,Nevada,2012,5931,5519.47,25.84,5493.63,9.9,67424
Lincoln County,9.5,Nevada,2012,5338,10636.77,3.17,10633.61,13.0,43617
Lyon County,13.5,Nevada,2012,51087,2016.4,22.71,1993.69,15.2,48035
Mineral County,13,Nevada,2012,4664,3812.97,56.56,3756.4,17.2,40308
Nye County,13.4,Nevada,2012,43658,18158.73,12.07,18146.66,16.6,41426
Pershing County,9.1,Nevada,2012,6768,6067.55,30.99,6036.56,20.5,45192
Storey County,11.9,Nevada,2012,3914,263.8,0.34,263.45,8.6,53471
Washoe County,10.1,Nevada,2012,428654,6551.32,209.05,6342.27,17.6,49449
White Pine County,7.7,Nevada,2012,9986,8896.6,20.62,8875.98,13.3,50417
Belknap County,5.3,New Hampshire,2012,60339,468.55,67.26,401.29,11.1,55033
Carroll County,5.3,New Hampshire,2012,47677,992.24,58.44,933.8,11.8,50495
Cheshire County,4.8,New Hampshire,2012,76851,729.15,21.75,707.4,11.4,54819
Coos County,7,New Hampshire,2012,32005,1831.44,31.06,1800.39,13.6,40162
Grafton County,4.5,New Hampshire,2012,89230,1750.08,36.75,1713.33,11.7,52532
Hillsborough County,5.6,New Hampshire,2012,402651,892.2,15.84,876.36,9.5,68150
Merrimack County,4.7,New Hampshire,2012,146944,956.49,22.06,934.43,10.2,59186
Rockingham County,5.7,New Hampshire,2012,297694,793.96,99,694.96,6.3,76285
Strafford County,5,New Hampshire,2012,124612,383.91,15.15,368.76,12.8,53575
Sullivan County,4.5,New Hampshire,2012,43179,551.92,14.54,537.38,10.2,57444
Atlantic County,13.9,New Jersey,2012,275604,671.45,110.37,561.07,14.2,50881
Bergen County,7.2,New Jersey,2012,919694,246.8,12.63,234.17,8.0,82001
Burlington County,8,New Jersey,2012,451226,819.43,14.86,804.57,6.6,74285
Camden County,9.9,New Jersey,2012,512906,227.58,5.28,222.3,12.6,58572
Cape May County,17.9,New Jersey,2012,96460,620.28,365.09,255.19,10.9,55175
Cumberland County,12.2,New Jersey,2012,157071,676.59,187.29,489.3,18.7,46491
Essex County,10.3,New Jersey,2012,787579,129.56,3.29,126.27,17.2,51019
Gloucester County,9.3,New Jersey,2012,290094,336.92,12.2,324.72,8.6,72248
Hudson County,8.5,New Jersey,2012,657113,62.43,15.74,46.69,16.6,56087
Hunterdon County,6.4,New Jersey,2012,126492,437.76,7.82,429.94,4.6,103301
Mercer County,7.6,New Jersey,2012,370087,228.84,2.91,225.93,10.5,67662
Middlesex County,8.4,New Jersey,2012,823670,322.51,12.79,309.72,9.6,77044
Monmouth County,9,New Jersey,2012,628782,665.12,193.18,471.94,7.3,81190
Morris County,6.8,New Jersey,2012,497310,481.29,12.29,468.99,4.7,95236
Ocean County,11,New Jersey,2012,580682,915.88,279.6,636.28,11.0,59022
Passaic County,10.5,New Jersey,2012,505101,197.05,11.76,185.29,15.6,58073
Salem County,10.8,New Jersey,2012,65627,372.57,34.69,337.88,11.2,57939
Somerset County,7.1,New Jersey,2012,328580,305.05,0.36,304.69,6.1,95574
Sussex County,8.4,New Jersey,2012,147033,535.99,14.73,521.26,6.2,85036
Union County,9.2,New Jersey,2012,544465,105.46,2.17,103.29,10.9,64698
Warren County,8.2,New Jersey,2012,107635,362.75,4.89,357.87,6.9,70560
Bernalillo County,6.4,New Mexico,2012,672685,1168.65,2.62,1166.03,18.0,46200
Catron County,9.7,New Mexico,2012,3651,6929.03,1.22,6927.81,24.3,30257
Chaves County,6.2,New Mexico,2012,65705,6075.07,4.21,6070.86,21.7,38008
Cibola County,7.8,New Mexico,2012,27316,4541.71,2.5,4539.21,28.8,34783
Colfax County,8.1,New Mexico,2012,13226,3768.05,11.26,3756.79,18.6,36620
Curry County,4.8,New Mexico,2012,50690,1407.67,1.72,1405.95,18.1,39472
Debaca County,4.1,New Mexico,2012,1941,2333.83,8.96,2324.87,22.0,30895
Dona Ana County,6.7,New Mexico,2012,214162,3814.62,7.44,3807.18,26.6,37230
Eddy County,4.4,New Mexico,2012,54424,4197.57,15.55,4182.02,15.5,48001
Grant County,6.7,New Mexico,2012,29320,3967.5,1.62,3965.88,22.4,35842
Guadalupe County,8.8,New Mexico,2012,4612,3031.58,1.2,3030.37,25.6,29659
Harding County,6.4,New Mexico,2012,698,2125.95,0.61,2125.34,16.6,35249
Hidalgo County,7.4,New Mexico,2012,4785,3445.91,0.28,3445.63,23.5,33230
Lea County,4.4,New Mexico,2012,66182,4394.02,1.06,4392.96,15.4,48028
Lincoln County,6.6,New Mexico,2012,20198,4831.25,0.28,4830.97,19.7,38896
Los Alamos County,4,New Mexico,2012,18149,109.35,0,109.35,3.6,112115
Luna County,20.6,New Mexico,2012,24983,2965.28,0.19,2965.09,27.3,27852
McKinley County,9.3,New Mexico,2012,72691,5455.22,6.49,5448.72,37.7,29821
Mora County,11.2,New Mexico,2012,4675,1933.48,2.38,1931.1,25.7,26455
Otero County,6.4,New Mexico,2012,66016,6627.43,0.93,6626.5,24.3,38764
Quay County,7.4,New Mexico,2012,8816,2881.8,6.87,2874.93,24.0,30557
Rio Arriba County,8.9,New Mexico,2012,40254,5896.1,38.47,5857.63,22.0,36900
Roosevelt County,5.3,New Mexico,2012,20341,2454.87,6.37,2448.5,22.3,34781
San Juan County,6.5,New Mexico,2012,128331,5538.36,24.35,5514.02,20.3,45901
San Miguel County,8.6,New Mexico,2012,29026,4735.63,18.59,4717.04,28.4,31285
Sandoval County,7.4,New Mexico,2012,135383,3714.32,4.98,3709.34,13.7,57376
Santa Fe County,5.5,New Mexico,2012,146157,1910.79,1.6,1909.19,17.2,50716
Sierra County,9.1,New Mexico,2012,11881,4236.3,56.07,4180.23,26.6,28029
Socorro County,6.8,New Mexico,2012,17524,6648.71,2.31,6646.4,28.1,32809
Taos County,10.3,New Mexico,2012,32817,2204.62,1.45,2203.17,25.3,29637
Torrance County,10.1,New Mexico,2012,16074,3345.81,1,3344.81,29.1,32952
Union County,4.3,New Mexico,2012,4432,3830.79,0.79,3830,20.4,33570
Valencia County,8.3,New Mexico,2012,76639,1068.21,0.58,1067.63,22.2,40159
Albany County,6.2,New York,2012,306384,533.21,9.76,523.45,13.8,57951
Allegany County,7.2,New York,2012,48247,1034.42,4.2,1030.22,18.3,41623
Bronx County,11.4,New York,2012,1414774,57.43,15.4,42.03,30.8,32510
Broome County,7.8,New York,2012,198916,715.46,8.64,706.82,17.3,44709
Cattaraugus County,8.5,New York,2012,79365,1322.25,12.4,1309.85,18.1,42822
Cayuga County,7.4,New York,2012,79637,863.64,170.46,693.18,12.9,49412
Chautauqua County,8.1,New York,2012,133438,1500.02,437.97,1062.05,21.0,41194
Chemung County,7.7,New York,2012,89264,410.79,2.62,408.17,15.4,45193
Chenango County,7.8,New York,2012,49919,898.7,4.34,894.36,15.3,42747
Clinton County,8.1,New York,2012,81869,1117.61,78.67,1038.95,14.7,49198
Columbia County,6.3,New York,2012,62539,648.27,12.54,635.73,13.0,52891
Cortland County,7.7,New York,2012,49154,501.52,1.87,499.65,15.2,45781
Delaware County,8.3,New York,2012,47330,1468.04,21.67,1446.37,15.6,41195
Dutchess County,6.9,New York,2012,297213,825.38,23.78,801.59,9.8,66677
Erie County,7.4,New York,2012,920792,1226.89,182.68,1044.21,14.1,50370
Essex County,9,New York,2012,39114,1916.5,119.7,1796.8,14.2,45676
Franklin County,8.9,New York,2012,51788,1697.44,65.95,1631.49,18.5,44697
Fulton County,9.9,New York,2012,55033,532.9,36.73,496.17,15.1,43918
Genesee County,7.3,New York,2012,59762,495.33,1.22,494.11,11.3,50476
Greene County,9.4,New York,2012,48711,658.13,10.38,647.75,14.7,45773
Hamilton County,11.6,New York,2012,4797,1807.81,87.41,1720.39,10.3,44957
Herkimer County,7.8,New York,2012,64527,1458.35,47.1,1411.25,13.2,45137
Jefferson County,9,New York,2012,120730,1857.08,584.88,1272.2,15.3,46008
Kings County,9.1,New York,2012,2572282,96.9,26.29,70.61,24.2,44850
Lewis County,8.9,New York,2012,27267,1289.89,14.47,1275.42,13.6,46952
Livingston County,6.8,New York,2012,64854,640.44,8.32,632.13,13.1,52549
Madison County,7.6,New York,2012,72490,661.54,5.69,655.86,13.2,48220
Monroe County,7,New York,2012,748947,1365.61,706.31,659.29,14.8,50811
Montgomery County,9,New York,2012,49848,410.32,5.51,404.82,19.6,41034
Nassau County,6.7,New York,2012,1350748,453.08,166.39,286.69,6.9,92543
New York County,7.2,New York,2012,1625121,33.77,10.81,22.96,17.8,66739
Niagara County,8.4,New York,2012,214841,1139.83,616.89,522.95,14.7,47548
Oneida County,7.5,New York,2012,234061,1257.11,44.41,1212.7,16.5,45973
Onondaga County,6.9,New York,2012,467712,805.69,25.4,780.29,15.0,52362
Ontario County,6.4,New York,2012,108801,662.43,18.05,644.38,11.3,52774
Orange County,7,New York,2012,374100,838.55,22.21,816.34,12.5,65761
Orleans County,9.1,New York,2012,42465,817.47,426.07,391.4,15.9,45329
Oswego County,9.7,New York,2012,121551,1312.18,358.88,953.3,16.7,46487
Otsego County,6.9,New York,2012,61805,1015.1,12.31,1002.8,14.2,47318
Putnam County,6.4,New York,2012,99717,246.25,14.97,231.28,6.3,92950
Queens County,7.6,New York,2012,2278024,178.28,69.04,109.24,16.3,54373
Rensselaer County,6.7,New York,2012,159669,665.39,11.43,653.96,11.6,59237
Richmond County,8.8,New York,2012,470978,102.5,44.02,58.48,12.1,70295
Rockland County,6.6,New York,2012,317763,199.34,25.12,174.22,15.3,81517
Saint Lawrence County,8.9,New York,2012,112621,2821.48,135.88,2685.6,19.7,41640
Saratoga County,6,New York,2012,222553,843.71,31.87,811.84,6.6,66677
Schenectady County,6.7,New York,2012,154945,209.62,3.52,206.1,12.4,54654
Schoharie County,7.8,New York,2012,32086,626.36,4.34,622.02,14.4,47581
Schuyler County,8.5,New York,2012,18579,342.22,13.51,328.71,13.4,46983
Seneca County,6.9,New York,2012,35380,390.51,65.6,324.91,12.9,47297
Steuben County,8.6,New York,2012,99064,1404.1,11.45,1392.64,15.6,46110
Suffolk County,7.1,New York,2012,1499382,2373.07,1460.87,912.2,7.4,85717
Sullivan County,8.4,New York,2012,76952,996.85,27.14,969.71,18.2,46102
