county,nov_rate,state,year,2012_pop_est,total area sqmi,water area,land area,per_pov,med_income
Titus County,7,Texas,2012,32654,425.69,15.15,410.54,19.5,39312
Tom Green County,4.8,Texas,2012,113420,1540.54,18.44,1522.1,16.6,43393
Travis County,4.9,Texas,2012,1096122,1022.08,32.77,989.3,18.0,57293
Trinity County,7.2,Texas,2012,14313,714,21.16,692.84,19.7,33771
Tyler County,10.1,Texas,2012,21444,935.71,12.81,922.9,21.1,39255
Upshur County,6.2,Texas,2012,39943,592.67,5.02,587.64,16.7,43356
Upton County,3.8,Texas,2012,3258,1241.83,0.16,1241.68,16.0,49846
Uvalde County,7.2,Texas,2012,26761,1558.6,2.06,1556.55,26.2,32920
Val Verde County,6.9,Texas,2012,48866,3232.4,62.02,3170.38,21.3,39864
Van Zandt County,6.3,Texas,2012,52273,859.48,10.84,848.64,19.0,42563
Victoria County,5.3,Texas,2012,89076,888.73,6.23,882.5,16.7,49012
Walker County,6.4,Texas,2012,68492,801.44,13.99,787.45,23.9,38024
Waller County,6.3,Texas,2012,44321,518.49,4.87,513.63,19.7,47015
Ward County,4.3,Texas,2012,10865,835.74,0.25,835.49,17.7,46047
Washington County,5.1,Texas,2012,33939,621.35,12.13,609.22,15.1,45657
Webb County,5.8,Texas,2012,259738,3375.53,18.69,3356.83,31.3,35974
Wharton County,5.8,Texas,2012,41171,1094.43,4.29,1090.13,17.8,40716
Wheeler County,4.2,Texas,2012,5593,915.34,1.08,914.26,12.4,47012
Wichita County,5.7,Texas,2012,131804,633.01,5.35,627.66,16.4,43791
Wilbarger County,5.2,Texas,2012,13265,978.1,7.03,971.06,17.1,37304
Willacy County,14.5,Texas,2012,22139,784.23,187.55,596.68,38.6,29225
Williamson County,5.2,Texas,2012,456352,1134.74,11.97,1122.77,7.7,71272
Wilson County,5,Texas,2012,44466,808.57,1.58,806.99,11.1,61103
Winkler County,5.2,Texas,2012,7338,841.24,0.19,841.05,14.2,48727
Wise County,5.7,Texas,2012,60412,922.77,18.17,904.61,11.9,53927
Wood County,7.3,Texas,2012,42170,695.8,45.58,650.22,15.8,45466
Yoakum County,3.7,Texas,2012,8057,799.76,0.01,799.75,11.1,55063
Young County,5,Texas,2012,18301,930.84,8.51,922.33,15.2,43248
Zapata County,5.7,Texas,2012,14235,1058.1,61.34,996.76,29.0,33462
Zavala County,12.9,Texas,2012,11963,1301.72,3.24,1298.48,34.0,25157
Beaver County,4.8,Utah,2012,6493,2592.28,2.33,2589.95,10.9,46309
Box Elder County,4.8,Utah,2012,50259,6729.03,1005.69,5723.34,9.3,53830
Cache County,3.7,Utah,2012,115931,1173.07,8.55,1164.52,15.7,47609
Carbon County,6.2,Utah,2012,21242,1484.57,6.12,1478.46,14.7,47214
Daggett County,4.6,Utah,2012,1093,723.06,24.71,698.36,8.6,50911
Davis County,4.1,Utah,2012,316165,633.7,329.22,304.48,8.4,69019
Duchesne County,4,Utah,2012,19003,3255.97,17.92,3238.05,11.4,57945
Emery County,6.3,Utah,2012,10919,4461.54,9.69,4451.85,12.5,51819
Garfield County,9.6,Utah,2012,5085,5208.2,33.98,5174.22,12.9,41786
Grand County,9,Utah,2012,9314,3694.08,12.52,3681.56,14.9,42702
Iron County,5.7,Utah,2012,46706,3301.84,3.87,3297.98,18.4,41804
Juab County,4.9,Utah,2012,10282,3406.28,14.54,3391.74,12.7,51823
Kane County,5.6,Utah,2012,7199,4108.42,116.46,3991.96,12.5,43128
Millard County,3.8,Utah,2012,12524,6828.01,238.87,6589.13,13.2,48472
Morgan County,4,Utah,2012,9822,610.79,1.66,609.13,6.1,75348
Piute County,6.4,Utah,2012,1523,765.76,7.95,757.81,22.0,36403
Rich County,5.3,Utah,2012,2269,1086.29,57.76,1028.53,10.7,53643
Salt Lake County,4.4,Utah,2012,1064462,807.78,70.4,737.38,13.3,58743
San Juan County,7.7,Utah,2012,14900,7933.09,112.91,7820.18,27.3,38329
Sanpete County,5.1,Utah,2012,27997,1602.66,14.55,1588.11,16.6,43921
Sevier County,5.2,Utah,2012,20716,1918.28,8.03,1910.25,16.2,45243
Summit County,4.9,Utah,2012,37867,1882.05,11,1871.05,7.6,84672
Tooele County,5.1,Utah,2012,59872,7287.12,356.76,6930.35,8.8,61927
Uintah County,4,Utah,2012,34682,4498.98,21.91,4477.07,10.1,60419
Utah County,4,Utah,2012,540170,2140.98,142.64,1998.33,14.2,58167
Wasatch County,5,Utah,2012,25385,1209.17,31.78,1177.39,8.5,62014
Washington County,5.6,Utah,2012,144613,2429.91,3.28,2426.62,16.0,45305
Wayne County,12.3,Utah,2012,2724,2466.47,6.15,2460.32,17.3,40185
Weber County,5.3,Utah,2012,236565,659.46,83.93,575.54,12.8,54169
Addison County,3.9,Vermont,2012,36855,808.3,38.12,770.18,11.3,55120
Bennington County,5.3,Vermont,2012,36704,677.67,1.4,676.27,13.9,48306
Caledonia County,5.5,Vermont,2012,31090,657.52,6.94,650.59,14.4,42558
Chittenden County,3.3,Vermont,2012,158772,619.64,80.6,539.04,10.8,62374
Essex County,7.5,Vermont,2012,6219,673.75,8.56,665.2,16.4,35207
Franklin County,4.2,Vermont,2012,48259,692.02,54.95,637.07,10.6,53436
Grand Isle County,5.6,Vermont,2012,6975,194.67,112.06,82.62,8.9,54915
Lamoille County,5.9,Vermont,2012,24941,463.75,2.78,460.97,11.4,49256
Orange County,4,Vermont,2012,28947,691.74,3.18,688.56,13.1,49747
Orleans County,6.6,Vermont,2012,27170,721.14,23.44,697.7,15.8,40764
Rutland County,5.9,Vermont,2012,60895,944.77,12.24,932.53,13.7,45168
Washington County,4.1,Vermont,2012,59377,695.43,6.26,689.17,9.5,56710
Windham County,4.9,Vermont,2012,44007,798.12,9.4,788.72,13.0,49098
Windsor County,4.2,Vermont,2012,56233,975.74,4.78,970.96,11.1,50094
Accomack County,7,Virginia,2012,33324,1310.05,854.8,455.24,19.9,36957
Albemarle County,4.5,Virginia,2012,101920,726.18,3.58,722.61,9.4,70813
Alexandria City,3.6,Virginia,2012,147357,15.41,0.23,15.18,8.6,80942
Alleghany County,6.1,Virginia,2012,16239,445.67,1.04,444.63,13.3,44530
Amelia County,5.8,Virginia,2012,12731,358.54,1.74,356.8,12.5,49714
Amherst County,5.8,Virginia,2012,32458,478.78,3.6,475.18,14.5,43791
Appomattox County,6.5,Virginia,2012,15154,334.73,1.05,333.69,16.5,43814
Arlington County,3,Virginia,2012,221625,25.96,0.09,25.87,8.0,99255
Augusta County,5.1,Virginia,2012,73807,970.93,0.57,970.36,9.9,49773
Bath County,5.5,Virginia,2012,4644,534.56,2.7,531.86,11.5,44524
Bedford County,5.3,Virginia,2012,75776,769.25,14.75,754.5,9.9,56910
Bland County,6.5,Virginia,2012,6699,358.73,0.06,358.67,15.4,42843
Botetourt County,4.9,Virginia,2012,33182,545.94,3.28,542.66,7.6,60943
Bristol City,6.5,Virginia,2012,17797,13.16,0.27,12.9,21.1,31973
Brunswick County,9.2,Virginia,2012,17040,569.37,3.23,566.14,24.8,34621
Buchanan County,9.6,Virginia,2012,23920,503.88,0,503.88,23.0,32848
Buckingham County,7.8,Virginia,2012,17048,583.56,2.7,580.86,23.0,34415
Buena Vista City,6.9,Virginia,2012,6766,6.83,0,6.83,19.0,36289
Campbell County,5.6,Virginia,2012,54910,507.26,2.78,504.48,14.4,41193
Caroline County,7.1,Virginia,2012,28987,538.89,6.36,532.52,12.1,54336
Carroll County,7.8,Virginia,2012,29920,477.64,1.3,476.34,19.6,32777
Charles City County,7,Virginia,2012,7165,204.22,21.46,182.76,13.3,47828
Charlotte County,7.7,Virginia,2012,12414,477.44,2.45,474.99,18.5,32873
Charlottesville City,4.2,Virginia,2012,44424,10.26,0,10.26,24.2,41031
Chesapeake City,5.8,Virginia,2012,228325,350.9,10.18,340.72,10.4,64950
Chesterfield County,5.5,Virginia,2012,324124,436.99,11.23,425.75,7.3,70371
Clarke County,4.7,Virginia,2012,14267,178.19,1.57,176.62,8.6,67922
Colonial Heights City,6.5,Virginia,2012,17370,7.79,0.31,7.48,10.5,51664
Covington City,7.6,Virginia,2012,5746,5.67,0,5.67,15.9,36566
Craig County,6.5,Virginia,2012,5200,330.61,0,330.61,13.5,38268
Culpeper County,5,Virginia,2012,47778,382.28,1.27,381,10.9,59609
Cumberland County,6.5,Virginia,2012,9848,299.73,1.28,298.45,17.3,36988
Danville City,9.5,Virginia,2012,42697,43.94,0.88,43.06,25.9,30588
Dickenson County,11,Virginia,2012,15674,333.63,1.91,331.71,21.3,35147
Dinwiddie County,7,Virginia,2012,28306,506.98,3.31,503.67,13.1,51131
Emporia City,10.2,Virginia,2012,5791,6.97,0.07,6.89,25.6,32225
Essex County,6.8,Virginia,2012,11156,285.91,28.14,257.77,15.7,42012
Fairfax City,3.7,Virginia,2012,23141,6.31,0,6.31,6.8,86963
Fairfax County,4,Virginia,2012,1120382,406.61,11.57,395.04,6.0,106690
Falls Church City,3.5,Virginia,2012,13104,1.99,0,1.99,3.1,121250
Fauquier County,4.7,Virginia,2012,66677,651.42,1.72,649.7,6.9,82957
Floyd County,4.9,Virginia,2012,15449,381.23,0.01,381.22,14.1,42211
Fluvanna County,4.4,Virginia,2012,25898,290.21,2.84,287.37,8.8,63307
Franklin City,8.8,Virginia,2012,8441,8.4,0.05,8.35,20.8,36078
Franklin County,5.8,Virginia,2012,56327,711.56,19.48,692.08,14.1,43427
Frederick County,5.1,Virginia,2012,80238,415.62,1,414.63,8.8,64027
Fredericksburg City,6.3,Virginia,2012,27065,10.52,0,10.52,15.7,47297
Galax City,8.1,Virginia,2012,6845,8.23,0,8.23,22.8,33191
Giles County,6.1,Virginia,2012,16979,360.4,3.07,357.33,12.7,44365
Gloucester County,5,Virginia,2012,36909,288,71.39,216.61,9.7,57173
Goochland County,4.9,Virginia,2012,21340,289.99,5.56,284.43,7.4,81707
Grayson County,8.4,Virginia,2012,15232,445.9,3.26,442.64,19.4,32611
Greene County,4.7,Virginia,2012,18851,156.96,0.39,156.58,9.5,59718
Greensville County,8,Virginia,2012,11745,296.81,1.37,295.44,25.5,36996
Halifax County,8.9,Virginia,2012,35791,829.56,10.27,819.3,20.1,36203
Hampton City,7.6,Virginia,2012,137104,136.23,84.45,51.78,16.5,47206
Hanover County,5,Virginia,2012,100421,474.08,1.4,472.68,6.5,74660
Harrisonburg City,6.6,Virginia,2012,51095,17.59,0.03,17.56,37.5,35489
Henrico County,5.4,Virginia,2012,315877,244.6,6.54,238.06,10.1,58723
Henry County,9.6,Virginia,2012,52950,384.39,2.04,382.35,17.6,34232
Highland County,4.3,Virginia,2012,2252,415.86,0,415.86,15.0,37501
Hopewell City,9.2,Virginia,2012,22294,10.82,0.58,10.24,18.9,39315
Isle of Wight County,5.6,Virginia,2012,35431,362.76,46.89,315.87,9.3,64606
James City County,4.9,Virginia,2012,69326,179.71,36.79,142.92,8.4,78396
King George County,5.6,Virginia,2012,24615,187.79,7.79,180,7.4,75861
King William County,5.7,Virginia,2012,15979,285.65,10.22,275.43,8.4,62005
King and Queen County,6,Virginia,2012,7070,326.33,10.06,316.26,13.8,45090
Lancaster County,6.4,Virginia,2012,11223,231.35,98.2,133.14,13.6,47769
Lee County,8.5,Virginia,2012,25556,437.32,0.18,437.13,28.4,30606
Lexington City,8,Virginia,2012,6933,2.49,0,2.49,24.0,40250
Loudoun County,4,Virginia,2012,338196,521.1,1.25,519.85,4.0,118934
Louisa County,5.5,Virginia,2012,33535,510.79,13.65,497.14,11.7,54836
Lunenburg County,7,Virginia,2012,12633,432.38,0.68,431.7,27.3,33618
Lynchburg City,6.7,Virginia,2012,77447,49.76,0.37,49.39,23.8,37402
Madison County,4,Virginia,2012,13180,321.78,0.36,321.42,13.0,51094
Manassas City,5,Virginia,2012,40324,9.96,0.02,9.93,10.7,65307
Manassas Park City,4.6,Virginia,2012,15477,2.49,0,2.49,8.6,68970
Martinsville City,11.7,Virginia,2012,13632,11.01,0.05,10.96,27.2,29550
Mathews County,4.8,Virginia,2012,8903,251.96,166.28,85.68,10.4,57051
Mecklenburg County,8.8,Virginia,2012,31738,679.29,55.36,623.93,19.9,37435
Middlesex County,5.3,Virginia,2012,10817,210.75,80.46,130.3,14.8,48066
Montgomery County,5.3,Virginia,2012,95736,389.43,1.21,388.22,23.3,42307
Nelson County,4.8,Virginia,2012,14825,474.31,1.95,472.35,14.1,47234
New Kent County,4.8,Virginia,2012,19159,223.48,13.93,209.55,6.7,68862
Newport News City,6.8,Virginia,2012,180247,119.05,50.76,68.29,16.4,46794
Norfolk City,6.9,Virginia,2012,245962,96.3,42.58,53.73,22.6,41880
Northampton County,9.1,Virginia,2012,12214,795.34,587.97,207.37,22.5,32138
Northumberland County,6.1,Virginia,2012,12366,285.67,93.36,192.3,14.7,47143
Norton City,8,Virginia,2012,4048,7.53,0,7.53,18.1,33234
Nottoway County,5.8,Virginia,2012,15775,316.1,1.45,314.65,23.3,36818
Orange County,5.8,Virginia,2012,34166,343.41,1.7,341.7,10.0,58673
Page County,8.8,Virginia,2012,23885,314.09,2.97,311.13,15.6,41300
Patrick County,8,Virginia,2012,18406,485.87,2.72,483.14,18.1,33818
Petersburg City,11.1,Virginia,2012,31850,23.19,0.3,22.88,25.8,33280
Pittsylvania County,6.9,Virginia,2012,63032,978.18,7.42,970.76,14.5,42236
Poquoson City,4.9,Virginia,2012,12122,78.43,62.91,15.52,5.3,84177
Portsmouth City,8,Virginia,2012,96567,46.62,13.46,33.16,19.5,41699
Powhatan County,4.9,Virginia,2012,28172,262.4,1.12,261.28,7.1,73639
Prince Edward County,7.8,Virginia,2012,23188,353.85,1.09,352.76,23.7,37636
Prince George County,6.8,Virginia,2012,37152,281.85,16.23,265.62,8.7,62475
Prince William County,4.8,Virginia,2012,430368,348.36,10.58,337.78,6.7,93011
Pulaski County,6.5,Virginia,2012,34746,329.59,9.03,320.57,16.6,42502
Radford City,7,Virginia,2012,16650,10.19,0.37,9.82,34.2,37440
Rappahannock County,4.9,Virginia,2012,7454,266.83,0.26,266.57,10.6,58276
Richmond City,6.8,Virginia,2012,210826,62.55,2.48,60.07,26.2,37933
Richmond County,5.8,Virginia,2012,9037,216.38,24.92,191.46,20.3,41190
Roanoke City,6.4,Virginia,2012,98143,42.91,0.03,42.88,20.1,37800
Roanoke County,4.7,Virginia,2012,92991,251.04,0.18,250.87,7.4,58550
Rockbridge County,5.3,Virginia,2012,22474,600.98,1.35,599.63,12.5,46909
Rockingham County,5.1,Virginia,2012,77429,853.29,2.14,851.15,10.8,51137
Russell County,8.2,Virginia,2012,28421,476.77,2.11,474.66,18.3,35912
Salem City,5.4,Virginia,2012,25007,14.59,0,14.59,11.9,47760
Scott County,7.3,Virginia,2012,22799,538.63,2.05,536.58,21.3,36566
Shenandoah County,5.7,Virginia,2012,42615,512.53,0.32,512.2,11.4,48677
Smyth County,8.6,Virginia,2012,31872,452.31,0.22,452.09,19.0,36235
Southampton County,5.6,Virginia,2012,18575,602.35,2.8,599.56,16.7,43846
Spotsylvania County,5.4,Virginia,2012,126194,412.27,11.41,400.86,8.5,77298
Stafford County,5.2,Virginia,2012,134472,279.95,9.59,270.35,5.5,95927
Staunton City,5.8,Virginia,2012,23871,19.71,0,19.71,16.7,40379
Suffolk City,6.4,Virginia,2012,85231,429.07,29.05,400.02,11.9,61778
Surry County,6.3,Virginia,2012,6851,310.31,31.22,279.09,12.9,50425
Sussex County,8.9,Virginia,2012,11929,492.83,2.1,490.73,23.0,36901
Tazewell County,8.5,Virginia,2012,44242,519.89,0.15,519.74,21.4,34760
Virginia Beach City,5.2,Virginia,2012,445487,9.33,0,9.33,9.1,61523
Warren County,6.1,Virginia,2012,37996,497.33,249.03,248.29,11.0,58632
Washington County,6.1,Virginia,2012,55047,216.32,2.63,213.7,13.9,43155
Waynesboro City,6.1,Virginia,2012,20990,405.22,1.18,404.04,15.2,43883
Westmoreland County,6.4,Virginia,2012,17518,565.98,3.12,562.86,17.6,45051
Williamsburg City,7.5,Virginia,2012,14754,464.62,1.37,463.24,23.0,44256
Winchester City,5.8,Virginia,2012,29300,252.64,23.46,229.18,16.4,42305
Wise County,9.4,Virginia,2012,40890,15.38,0.02,15.36,25.6,35800
Wythe County,7.1,Virginia,2012,27084,215.52,109.87,105.65,16.9,38533
York County,5.1,Virginia,2012,65902,8.67,0.13,8.54,6.9,75316
Adams County,9.1,Washington,2012,18925,1929.69,4.73,1924.96,17.9,43939
Asotin County,6.8,Washington,2012,21881,640.69,5.34,635.34,14.6,42364
Benton County,8.8,Washington,2012,182486,1760.12,57.03,1703.09,13.0,58361
Chelan County,7.4,Washington,2012,73654,2993.62,72.25,2921.37,14.9,45730
Clallam County,9.5,Washington,2012,71824,2670.34,930.89,1739.45,14.1,43482
Clark County,8.5,Washington,2012,437041,656.22,27.99,628.22,12.0,56087
Columbia County,7.9,Washington,2012,3994,873.53,4.71,868.81,14.7,41834
Cowlitz County,9.7,Washington,2012,101840,1166.33,27.69,1138.64,16.9,47714
Douglas County,8.1,Washington,2012,39308,1848.69,28.17,1820.53,14.7,48308
Ferry County,13.4,Washington,2012,7707,2257.46,53.48,2203.98,21.0,36321
Franklin County,9.3,Washington,2012,85772,1265.35,22.95,1242.4,17.1,52829
Garfield County,7.8,Washington,2012,2225,718.19,7.64,710.55,13.1,46927
Grant County,8.5,Washington,2012,91486,2791.29,110.23,2681.06,18.8,45050
Grays Harbor County,11.7,Washington,2012,71746,2224.44,307.55,1916.89,20.4,41823
Island County,7.4,Washington,2012,79274,517.39,308.95,208.43,9.6,56459
Jefferson County,9,Washington,2012,29822,2183.52,369.29,1814.23,13.2,47398
King County,5.6,Washington,2012,2008763,2306.53,180.48,2126.04,11.9,68944
Kitsap County,7,Washington,2012,254729,565.98,170.01,395.97,11.2,59354
Kittitas County,7.4,Washington,2012,41630,2333.11,35.93,2297.19,19.2,43649
Klickitat County,9.1,Washington,2012,20636,1904.18,31.8,1872.37,17.2,46001
Lewis County,10.8,Washington,2012,75559,2436.26,28.63,2407.64,16.7,42993
Lincoln County,6.4,Washington,2012,10445,2339.71,28.51,2311.21,14.3,46603
Mason County,9.4,Washington,2012,60795,1051.03,89.97,961.06,16.4,48539
Okanogan County,9.7,Washington,2012,41242,5315.16,47.09,5268.07,22.0,38537
Pacific County,11.6,Washington,2012,20560,1223.5,290.52,932.97,17.5,37774
Pend Oreille County,11.3,Washington,2012,12993,1425.32,25.05,1400.27,20.0,40304
Pierce County,8.3,Washington,2012,811674,1806.5,127.58,1678.91,12.8,57542
San Juan County,6.3,Washington,2012,15810,621.07,446.15,174.92,12.1,51224
Skagit County,8.8,Washington,2012,117987,1920.47,185.33,1735.14,14.6,52886
Skamania County,9.4,Washington,2012,11164,1683.86,27.42,1656.44,14.6,53669
Snohomish County,6.6,Washington,2012,732378,2196.41,107.35,2089.06,10.3,67068
Spokane County,7.9,Washington,2012,475881,1780.72,17.09,1763.64,16.0,47531
Stevens County,10.3,Washington,2012,43566,2540.64,62.34,2478.3,18.5,39948
Thurston County,7.5,Washington,2012,258803,773.64,46.62,727.02,12.2,58556
Wahkiakum County,12.3,Washington,2012,3986,286.69,22.45,264.24,13.7,49346
Walla Walla County,6.2,Washington,2012,59402,1299.25,28.74,1270.51,18.7,45225
Whatcom County,7.2,Washington,2012,205008,2503.55,384.02,2119.53,16.1,51509
Whitman County,5.3,Washington,2012,46662,2177.6,18.23,2159.37,32.3,32276
Yakima County,9.4,Washington,2012,246568,4311.61,15.38,4296.23,22.8,43428
Barbour County,7.7,West Virginia,2012,16866,342.75,1.96,340.79,20.7,32940
Berkeley County,5.6,West Virginia,2012,106987,321.58,0.44,321.14,13.2,52672
Boone County,10.4,West Virginia,2012,24374,503.18,0.2,502.98,20.4,39194
Braxton County,10.7,West Virginia,2012,14491,516.17,2.69,513.48,20.7,33280
Brooke County,8.2,West Virginia,2012,23802,92.26,3.41,88.85,14.6,40044
Cabell County,5.8,West Virginia,2012,96907,288.02,6.43,281.59,20.2,36048
Calhoun County,10.7,West Virginia,2012,7595,280.64,0.02,280.62,21.9,32922
Clay County,12.7,West Virginia,2012,9263,343.82,1.42,342.4,23.2,32885
Doddridge County,5.9,West Virginia,2012,8213,320.48,0.05,320.43,20.6,34753
Fayette County,8.9,West Virginia,2012,45939,668.36,4.43,663.93,21.4,33445
Gilmer County,7.7,West Virginia,2012,8774,340.07,0.02,340.05,31.5,32912
Grant County,8.7,West Virginia,2012,11856,480.19,2.99,477.21,15.1,38029
Greenbrier County,7.5,West Virginia,2012,35880,1024.43,3.17,1021.26,18.6,36248
Hampshire County,7.1,West Virginia,2012,23688,644.62,2.9,641.72,17.4,34896
Hancock County,8.4,West Virginia,2012,30341,88.35,5.53,82.82,15.4,37025
Hardy County,10.5,West Virginia,2012,13909,584.48,1.09,583.39,15.3,38171
Harrison County,6,West Virginia,2012,69155,416.6,0.56,416.04,20.2,41221
Jackson County,7.2,West Virginia,2012,29318,471.59,5.8,465.79,17.4,39352
Jefferson County,4.6,West Virginia,2012,54548,211.57,2.03,209.53,12.2,62924
Kanawha County,6.1,West Virginia,2012,192159,910.99,7.89,903.1,14.4,45813
Lewis County,6.7,West Virginia,2012,16440,389.75,7.61,382.14,18.9,37345
Lincoln County,9.6,West Virginia,2012,21647,438.59,1.16,437.43,24.1,34023
Logan County,10.2,West Virginia,2012,36336,455.61,1.4,454.21,20.9,33542
Marion County,6,West Virginia,2012,56768,311.49,1.8,309.69,17.2,40638
Marshall County,7.5,West Virginia,2012,32677,312.18,5.19,306.99,14.8,42395
Mason County,8.9,West Virginia,2012,27233,444.8,12.95,431.85,19.7,36730
McDowell County,13,West Virginia,2012,21335,534.9,0.18,534.72,36.0,25246
Mercer County,8.1,West Virginia,2012,62382,420.69,0.26,420.43,20.0,34688
Mineral County,7.7,West Virginia,2012,27894,329.13,1.4,327.73,15.4,38673
Mingo County,10.6,West Virginia,2012,26186,423.64,1.03,422.61,23.8,32736
Monongalia County,4.4,West Virginia,2012,100523,365.89,4.73,361.16,20.7,41503
Monroe County,6.9,West Virginia,2012,13510,473.66,0.3,473.37,15.4,36798
Morgan County,6.6,West Virginia,2012,17451,229.67,0.68,228.98,15.2,41087
Nicholas County,10,West Virginia,2012,26226,654.4,5.77,648.63,17.6,38681
Ohio County,5.8,West Virginia,2012,44042,108.86,2.68,106.18,18.1,37973
Pendleton County,6.1,West Virginia,2012,7516,698.15,0.28,697.87,15.5,36824
Pleasants County,7.3,West Virginia,2012,7595,134.59,3.86,130.73,15.6,42935
Pocahontas County,11.6,West Virginia,2012,8714,941.85,1.56,940.29,20.5,30826
Preston County,6.7,West Virginia,2012,33895,651.39,3.06,648.32,17.3,40431
Putnam County,5.7,West Virginia,2012,56531,350.4,4.17,346.23,10.8,55172
Raleigh County,7.5,West Virginia,2012,79201,609.34,2.41,606.93,18.5,40199
Randolph County,8.3,West Virginia,2012,29408,1039.92,0.2,1039.72,18.4,36951
Ritchie County,6.5,West Virginia,2012,10274,453.58,0.07,453.51,19.1,36554
Roane County,10.3,West Virginia,2012,14696,483.75,0.18,483.57,21.6,30819
Summers County,8.9,West Virginia,2012,13803,367.72,6.54,361.17,26.5,29352
Taylor County,6.3,West Virginia,2012,16993,175.69,2.91,172.78,17.9,39665
Tucker County,8.3,West Virginia,2012,6923,421.11,2.24,418.87,15.8,35423
Tyler County,9.2,West Virginia,2012,9031,260.69,3.14,257.56,16.8,37826
Upshur County,7.6,West Virginia,2012,24488,354.86,0.1,354.76,17.7,44593
Wayne County,6.8,West Virginia,2012,41725,512.19,6.4,505.79,20.5,37705
Webster County,11.6,West Virginia,2012,9027,556.15,0.18,555.97,28.2,27382
Wetzel County,8.9,West Virginia,2012,16406,361.37,2.14,359.22,18.1,37759
Wirt County,9.9,West Virginia,2012,5810,234.83,1.85,232.99,18.2,36999
Wood County,6.2,West Virginia,2012,86560,376.94,9.65,367.29,17.6,42065
